run_id,request_id,seq,warmup,path,model,prompt_id,loss_pct,delay_ms,condition,wall_start,wall_end,ttft_ms,total_ms,connect_ms,headers_ms,tokens,eval_count,tokens_per_s,ok,failure,detail,loadavg_1m
m4-gate,98bfe14c3c1f,11,0,ran,qwen2.5:0.5b,short,0,0,baseline,1789616858.815021,1789616858.956436,49.159,141.242,20.003,49.127,24,25,249.776,1,,,3.57
m4-gate,a044bafeabc9,12,0,ran,qwen2.5:0.5b,short,0,0,baseline,1789616859.45664,1789616859.618475,65.253,161.732,36.423,65.213,24,25,238.395,1,,,3.57
m4-gate,6a6cb70957e9,13,0,ran,qwen2.5:0.5b,short,0,0,baseline,1789616860.118636,1789616860.263565,51.056,144.767,23.111,51.024,24,25,245.437,1,,,3.57
m4-gate,989c68205588,14,0,ran,qwen2.5:0.5b,short,0,0,baseline,1789616860.7638,1789616860.911677,61.005,147.745,32.291,60.971,24,25,265.16,1,,,3.57
m4-gate,7ec631dc45d7,15,0,ran,qwen2.5:0.5b,short,0,0,baseline,1789616861.411898,1789616861.554275,49.467,142.254,20.016,49.435,24,25,247.88,1,,,3.44
m4-gate,257d31fc3f1f,16,0,ran,qwen2.5:0.5b,short,0,0,baseline,1789616862.054426,1789616862.216159,65.92,161.554,36.639,65.885,24,25,240.499,1,,,3.44
m4-gate,8212098efa18,17,0,ran,qwen2.5:0.5b,short,0,0,baseline,1789616862.716387,1789616862.87777,68.868,161.287,40.737,68.835,24,25,248.865,1,,,3.44
m4-gate,89856191c82e,18,0,ran,qwen2.5:0.5b,short,0,0,baseline,1789616863.377943,1789616863.528277,64.352,150.149,34.49,64.32,24,25,268.076,1,,,3.44
m4-gate,af4477e48065,19,0,ran,qwen2.5:0.5b,short,0,0,baseline,1789616864.028531,1789616864.1742,60.236,145.542,30.886,60.204,24,25,269.617,1,,,3.44
m4-gate,2cdd8240bba7,20,0,ran,qwen2.5:0.5b,short,0,0,baseline,1789616864.674394,1789616864.829227,63.555,154.716,34.088,63.516,24,25,252.303,1,,,3.44
m4-gate,2e468b625ae3,21,0,ran,qwen2.5:0.5b,short,0,0,baseline,1789616865.32939,1789616865.478872,56.156,149.235,26.806,56.117,24,25,247.102,1,,,3.44
m4-gate,4e40e15cd0fd,22,0,ran,qwen2.5:0.5b,short,0,0,baseline,1789616865.97909,1789616866.117453,53.694,138.266,24.817,53.655,24,25,271.956,1,,,3.44
m4-gate,7744307f1a8a,23,0,ran,qwen2.5:0.5b,short,0,0,baseline,1789616866.617621,1789616866.763593,50.817,145.844,22.086,50.776,24,25,242.035,1,,,4.21
m4-gate,477c5e51cc38,24,0,ran,qwen2.5:0.5b,short,0,0,baseline,1789616867.263781,1789616867.430346,68.566,166.443,40.488,68.528,24,25,234.988,1,,,4.21
m4-gate,48c0f9c4205e,25,0,ran,qwen2.5:0.5b,short,0,0,baseline,1789616867.930578,1789616868.088477,62.829,157.783,34.462,62.798,24,25,242.223,1,,,4.21
m4-gate,13a280c004b5,26,0,ran,qwen2.5:0.5b,short,0,0,baseline,1789616868.588624,1789616868.740566,65.845,151.819,36.66,65.806,24,25,267.521,1,,,4.21
m4-gate,1e0108c469d4,27,0,ran,qwen2.5:0.5b,short,0,0,baseline,1789616869.240744,1789616869.391596,59.409,150.683,30.221,59.374,24,25,251.988,1,,,4.21
m4-gate,57ad0db02d52,28,0,ran,qwen2.5:0.5b,short,0,0,baseline,1789616869.891822,1789616870.043585,57.237,151.544,27.88,57.205,24,25,243.884,1,,,4.21
m4-gate,6f6137a7814a,29,0,ran,qwen2.5:0.5b,short,0,0,baseline,1789616870.543884,1789616870.695325,65.866,151.304,38.024,65.834,24,25,269.201,1,,,4.21
m4-gate,3caa03a8ddee,30,0,ran,qwen2.5:0.5b,short,0,0,baseline,1789616871.195568,1789616871.342933,54.511,147.225,25.183,54.476,24,25,248.075,1,,,4.19
m4-gate,7c801d83df62,31,0,ran,qwen2.5:0.5b,short,0,0,baseline,1789616871.843145,1789616872.001213,62.353,157.88,33.633,62.321,24,25,240.769,1,,,4.19
m4-gate,e9233ef8dfd5,32,0,ran,qwen2.5:0.5b,short,0,0,baseline,1789616872.501447,1789616872.649056,53.877,147.4,24.634,53.838,24,25,245.928,1,,,4.19
m4-gate,aeda487962be,33,0,ran,qwen2.5:0.5b,short,0,0,baseline,1789616873.14921,1789616873.283464,49.236,134.079,20.052,49.187,24,25,271.089,1,,,4.19
m4-gate,4767f31f9ee1,34,0,ran,qwen2.5:0.5b,short,0,0,baseline,1789616873.783757,1789616873.925099,48.373,141.183,19.296,48.341,24,25,247.818,1,,,4.19
m4-gate,fbfe5fe67321,35,0,ran,qwen2.5:0.5b,short,0,0,baseline,1789616874.425383,1789616874.576916,64.511,151.41,35.856,64.48,24,25,264.675,1,,,4.19
m4-gate,87328ff79e56,36,0,ran,qwen2.5:0.5b,short,0,0,baseline,1789616875.077084,1789616875.226714,56.688,149.481,27.506,56.646,24,25,247.864,1,,,4.19
m4-gate,ad9eedf97c87,37,0,ran,qwen2.5:0.5b,short,0,0,baseline,1789616875.726994,1789616875.869612,49.681,142.456,20.191,49.646,24,25,247.912,1,,,4.19
m4-gate,48d8a5a8442c,38,0,ran,qwen2.5:0.5b,short,0,0,baseline,1789616876.36981,1789616876.519126,63.516,149.198,34.701,63.478,24,25,268.435,1,,,4.18
m4-gate,141a8b8fcfff,39,0,ran,qwen2.5:0.5b,short,0,0,baseline,1789616877.019302,1789616877.1687,62.924,149.237,34.148,62.892,24,25,266.472,1,,,4.18
m4-gate,55511bdcfadd,40,0,ran,qwen2.5:0.5b,short,0,0,baseline,1789616877.668919,1789616877.824775,61.053,155.675,32.137,61.015,24,25,243.072,1,,,4.18
m4-gate,e9addfeb818f,41,0,ran,qwen2.5:0.5b,short,0,0,baseline,1789616878.325065,1789616878.470272,51.537,145.08,23.368,51.503,24,25,245.876,1,,,4.18
m4-gate,b5e723e34045,42,0,ran,qwen2.5:0.5b,short,0,0,baseline,1789616878.970458,1789616879.105137,50.451,134.502,21.248,50.412,24,25,273.644,1,,,4.18
m4-gate,1e605c7a1769,43,0,ran,qwen2.5:0.5b,short,0,0,baseline,1789616879.605348,1789616879.752991,54.628,147.538,24.373,54.596,24,25,247.551,1,,,4.18
m4-gate,0dc8ed2934a0,44,0,ran,qwen2.5:0.5b,short,0,0,baseline,1789616880.25317,1789616880.389681,50.811,136.357,21.605,50.78,24,25,268.859,1,,,4.18
m4-gate,f75ff90604bd,45,0,ran,qwen2.5:0.5b,short,0,0,baseline,1789616880.889891,1789616881.044222,60.416,154.174,31.058,60.384,24,25,245.313,1,,,4.18
m4-gate,3e50cde5b6cd,46,0,ran,qwen2.5:0.5b,short,0,0,baseline,1789616881.544435,1789616881.702507,65.054,157.943,36.076,65.012,24,25,247.607,1,,,5.20
m4-gate,cf5e48ec388a,47,0,ran,qwen2.5:0.5b,short,0,0,baseline,1789616882.202659,1789616882.351794,64.322,148.946,35.113,64.285,24,25,271.79,1,,,5.20
m4-gate,8befe704d7af,48,0,ran,qwen2.5:0.5b,short,0,0,baseline,1789616882.852019,1789616883.006263,61.983,154.115,31.559,61.951,24,25,249.642,1,,,5.20
m4-gate,7d775bcff242,49,0,ran,qwen2.5:0.5b,short,0,0,baseline,1789616883.50646,1789616883.665229,65.766,158.619,37.563,65.733,24,25,247.705,1,,,5.20
m4-gate,a249ce3e56a5,50,0,ran,qwen2.5:0.5b,short,0,0,baseline,1789616884.165444,1789616884.317059,65.1,151.477,36.052,65.051,24,25,266.273,1,,,5.20
m4-gate,990567ed67e3,51,0,ran,qwen2.5:0.5b,short,0,0,baseline,1789616884.817272,1789616884.950945,47.198,133.573,18.289,47.166,24,25,266.283,1,,,5.20
m4-gate,9da3edffc6cf,52,0,ran,qwen2.5:0.5b,short,0,0,baseline,1789616885.451085,1789616885.600066,52.839,148.823,24.071,52.801,24,25,239.624,1,,,5.20
m4-gate,63ab1e35784e,53,0,ran,qwen2.5:0.5b,short,0,0,baseline,1789616886.100281,1789616886.257073,63.331,156.675,33.063,63.3,24,25,246.402,1,,,5.20
m4-gate,9811bc487a16,54,0,ran,qwen2.5:0.5b,short,0,0,baseline,1789616886.757275,1789616886.905583,62.72,148.226,34.745,62.683,24,25,268.989,1,,,5.19
m4-gate,bcede659ffba,55,0,ran,qwen2.5:0.5b,short,0,0,baseline,1789616887.405748,1789616887.559316,59.228,153.45,30.432,59.147,24,25,244.104,1,,,5.19
m4-gate,797ab44001c4,56,0,ran,qwen2.5:0.5b,short,0,0,baseline,1789616888.059481,1789616888.2209,64.341,161.234,35.466,64.308,24,25,237.375,1,,,5.19
m4-gate,2e5345cf8330,57,0,ran,qwen2.5:0.5b,short,0,0,baseline,1789616888.721034,1789616889.008084,192.402,286.864,163.631,192.363,24,25,243.484,1,,,5.19
m4-gate,848ba6af748a,58,0,ran,qwen2.5:0.5b,short,0,0,baseline,1789616889.508334,1789616889.656853,63.665,148.337,34.356,63.625,24,25,271.637,1,,,5.19
m4-gate,cf78f215f9d9,59,0,ran,qwen2.5:0.5b,short,0,0,baseline,1789616890.157104,1789616890.311907,58.82,154.67,29.886,58.788,24,25,239.959,1,,,5.19
m4-gate,48e27a5653a2,60,0,ran,qwen2.5:0.5b,short,0,0,baseline,1789616890.812115,1789616890.971236,67.923,158.995,38.801,67.89,24,25,252.546,1,,,5.19
m4-gate,2b7d9180c1f0,61,0,ran,qwen2.5:0.5b,short,0,0,baseline,1789616891.471387,1789616891.627568,63.788,156.022,34.842,63.757,24,25,249.365,1,,,5.01
m4-gate,bbb3038dd62b,62,0,ran,qwen2.5:0.5b,short,0,0,baseline,1789616892.127733,1789616892.28612,65.703,158.176,37.739,65.669,24,25,248.723,1,,,5.01
m4-gate,0c5f5268926a,63,0,ran,qwen2.5:0.5b,short,0,0,baseline,1789616892.786391,1789616892.937172,66.355,150.554,37.021,66.315,24,25,273.159,1,,,5.01
m4-gate,df92b6daab61,64,0,ran,qwen2.5:0.5b,short,0,0,baseline,1789616893.437413,1789616893.590143,60.085,152.581,30.491,60.052,24,25,248.659,1,,,5.01
m4-gate,7fba6a991f1b,65,0,ran,qwen2.5:0.5b,short,0,0,baseline,1789616894.090365,1789616894.245409,62.951,154.914,33.689,62.919,24,25,250.1,1,,,5.01
m4-gate,b548e90f51d7,66,0,ran,qwen2.5:0.5b,short,0,0,baseline,1789616894.745662,1789616894.894394,63.781,148.562,34.826,63.744,24,25,271.288,1,,,5.01
m4-gate,d5c88116f9f9,67,0,ran,qwen2.5:0.5b,short,0,0,baseline,1789616895.394721,1789616895.536762,49.901,141.857,20.707,49.863,24,25,250.117,1,,,5.01
m4-gate,1433accedf66,68,0,ran,qwen2.5:0.5b,short,0,0,baseline,1789616896.037006,1789616896.182212,51.284,145.015,21.283,51.252,24,25,245.384,1,,,5.01
m4-gate,4893ebd7704d,69,0,ran,qwen2.5:0.5b,short,0,0,baseline,1789616896.682443,1789616896.824219,47.949,141.622,19.148,47.911,24,25,245.534,1,,,6.05
m4-gate,b67ad7760065,70,0,ran,qwen2.5:0.5b,short,0,0,baseline,1789616897.324364,1789616897.475416,65.851,150.835,36.504,65.812,24,25,270.639,1,,,6.05
m4-gate,ad45c697a300,71,0,ran,qwen2.5:0.5b,short,0,0,baseline,1789616897.975705,1789616898.121967,53.577,146.145,25.246,53.545,24,25,248.466,1,,,6.05
m4-gate,48d063274898,72,0,ran,qwen2.5:0.5b,short,0,0,baseline,1789616898.62213,1789616898.773273,64.072,151.011,35.415,64.04,24,25,264.552,1,,,6.05
m4-gate,3041a2c1747f,73,0,ran,qwen2.5:0.5b,short,0,0,baseline,1789616899.273467,1789616899.427689,60.344,154.037,31.208,60.313,24,25,245.484,1,,,6.05
m4-gate,088e0e8468ee,74,0,ran,qwen2.5:0.5b,short,0,0,baseline,1789616899.927887,1789616900.072844,51.725,144.816,22.539,51.693,24,25,247.07,1,,,6.05
m4-gate,c816bcbd1155,75,0,ran,qwen2.5:0.5b,short,0,0,baseline,1789616900.57306,1789616900.723791,64.791,150.571,36.35,64.76,24,25,268.13,1,,,6.05
m4-gate,ef01b61cc946,76,0,ran,qwen2.5:0.5b,short,0,0,baseline,1789616901.224022,1789616901.363267,53.912,139.114,24.607,53.88,24,25,269.946,1,,,5.73
m4-gate,dab581018ad7,77,0,ran,qwen2.5:0.5b,short,0,0,baseline,1789616901.863444,1789616902.004685,48.33,141.133,19.206,48.297,24,25,247.838,1,,,5.73
m4-gate,d6ed233d55a9,78,0,ran,qwen2.5:0.5b,short,0,0,baseline,1789616902.504879,1789616902.652533,54.068,147.475,24.822,54.036,24,25,246.236,1,,,5.73
m4-gate,50a261fa5656,79,0,ran,qwen2.5:0.5b,short,0,0,baseline,1789616903.152844,1789616903.297986,60.713,145.02,32.027,60.667,24,25,272.811,1,,,5.73
m4-gate,5bd3284bee1c,80,0,ran,qwen2.5:0.5b,short,0,0,baseline,1789616903.798153,1789616903.951082,59.116,152.775,30.439,59.079,24,25,245.573,1,,,5.73
m4-gate,c464faa54a02,81,0,ran,qwen2.5:0.5b,short,0,0,baseline,1789616904.451259,1789616904.610629,63.688,159.215,33.648,63.656,24,25,240.769,1,,,5.73
m4-gate,4448bb5dbff6,82,0,ran,qwen2.5:0.5b,short,0,0,baseline,1789616905.110839,1789616905.271844,68.208,160.884,39.438,68.176,24,25,248.177,1,,,5.73
m4-gate,df1f6b5d5b75,83,0,ran,qwen2.5:0.5b,short,0,0,baseline,1789616905.772009,1789616905.923028,63.78,150.913,34.982,63.748,24,25,263.964,1,,,5.73
m4-gate,5a84ba347a5b,84,0,ran,qwen2.5:0.5b,short,0,0,baseline,1789616906.423204,1789616906.554411,47.244,131.088,18.41,47.212,24,25,274.32,1,,,5.51
m4-gate,49a111add981,85,0,ran,qwen2.5:0.5b,short,0,0,baseline,1789616907.054628,1789616907.198932,51.274,144.156,21.974,51.241,24,25,247.625,1,,,5.51
m4-gate,fd2ea64d2a86,86,0,ran,qwen2.5:0.5b,short,0,0,baseline,1789616907.699103,1789616907.859627,65.834,160.39,36.985,65.802,24,25,243.242,1,,,5.51
m4-gate,aba7f1b2a059,87,0,ran,qwen2.5:0.5b,short,0,0,baseline,1789616908.359832,1789616908.503548,56.71,143.546,26.869,56.676,24,25,264.868,1,,,5.51
m4-gate,855bd71e08e6,88,0,ran,qwen2.5:0.5b,short,0,0,baseline,1789616909.003777,1789616909.150193,52.564,146.271,23.621,52.531,24,25,245.445,1,,,5.51
m4-gate,75068ece964f,89,0,ran,qwen2.5:0.5b,short,0,0,baseline,1789616909.650399,1789616909.815191,67.45,164.636,38.459,67.414,24,25,236.661,1,,,5.51
m4-gate,f8e1cd3020f3,90,0,ran,qwen2.5:0.5b,short,0,0,baseline,1789616910.315424,1789616910.463851,55.364,148.236,25.832,55.31,24,25,247.651,1,,,5.51
m4-gate,933c1bbc1db9,91,0,ran,qwen2.5:0.5b,short,0,0,baseline,1789616910.964139,1789616911.10003,48.765,135.702,19.412,48.727,24,25,264.561,1,,,5.51
m4-gate,271a45086b88,92,0,ran,qwen2.5:0.5b,short,0,0,baseline,1789616911.60022,1789616911.754633,62.079,154.267,32.704,62.047,24,25,249.489,1,,,6.19
m4-gate,b0b513e1cb83,93,0,ran,qwen2.5:0.5b,short,0,0,baseline,1789616912.254883,1789616912.396063,55.703,141.064,26.999,55.671,24,25,269.443,1,,,6.19
m4-gate,723f02d9d272,94,0,ran,qwen2.5:0.5b,short,0,0,baseline,1789616912.896261,1789616913.043591,54.277,147.161,26.093,54.245,24,25,247.621,1,,,6.19
m4-gate,90bdebe7a30d,95,0,ran,qwen2.5:0.5b,short,0,0,baseline,1789616913.543821,1789616913.689067,50.723,145.111,22.174,50.682,24,25,243.675,1,,,6.19
m4-gate,56b36de5295f,96,0,ran,qwen2.5:0.5b,short,0,0,baseline,1789616914.189246,1789616914.326971,53.939,137.566,24.749,53.9,24,25,275.034,1,,,6.19
m4-gate,a56ae3572323,97,0,ran,qwen2.5:0.5b,short,0,0,baseline,1789616914.827205,1789616914.96897,51.273,141.62,22.468,51.24,24,25,254.573,1,,,6.19
m4-gate,4f3996492234,98,0,ran,qwen2.5:0.5b,short,0,0,baseline,1789616915.469131,1789616915.62193,60.328,152.628,32.173,60.29,24,25,249.188,1,,,6.19
m4-gate,a3bef9da0cfe,99,0,ran,qwen2.5:0.5b,short,0,0,baseline,1789616916.122154,1789616916.272004,64.382,149.741,35.659,64.342,24,25,269.45,1,,,6.19
m4-gate,acfdb0f4aca8,100,0,ran,qwen2.5:0.5b,short,0,0,baseline,1789616916.772148,1789616916.923737,58.82,151.429,29.316,58.762,24,25,248.355,1,,,6.89
m4-gate,2de8f2445095,101,0,ran,qwen2.5:0.5b,short,0,0,baseline,1789616917.423954,1789616917.575285,65.442,151.212,36.099,65.409,24,25,268.157,1,,,6.89
m4-gate,0154a08c981d,102,0,ran,qwen2.5:0.5b,short,0,0,baseline,1789616918.075453,1789616918.23541,66.146,159.764,36.754,66.111,24,25,245.68,1,,,6.89
