run_id,request_id,seq,warmup,path,model,prompt_id,loss_pct,delay_ms,condition,wall_start,wall_end,ttft_ms,total_ms,connect_ms,headers_ms,tokens,eval_count,tokens_per_s,ok,failure,detail,loadavg_1m,prompt_nonce
m6-sweep,1987f9b64e88,37,0,loopback,qwen2.5:3b,short,0,0,c024.1,1789624224.565452,1789624225.550039,33.234,984.48,0.135,33.183,93,94,96.715,1,,,9.13,4aaf6357
m6-sweep,72bd25b47b76,38,0,loopback,qwen2.5:3b,short,0,0,c024.1,1789624226.050254,1789624226.871183,28.103,820.812,0.145,28.045,77,78,95.874,1,,,9.13,14abd69b
m6-sweep,a34050165ff4,39,0,loopback,qwen2.5:3b,short,0,0,c024.1,1789624227.371357,1789624228.165725,29.444,794.264,0.152,29.377,75,76,96.755,1,,,8.72,4a7d6576
m6-sweep,636bc4702d0d,40,0,loopback,qwen2.5:3b,short,0,0,c024.1,1789624228.665944,1789624229.275414,33.071,609.307,0.128,33.013,56,57,95.447,1,,,8.72,26bfea05
m6-sweep,7eb3bdf43a22,41,0,loopback,qwen2.5:3b,short,0,0,c024.1,1789624229.775723,1789624230.641869,26.992,865.908,0.162,26.936,82,83,96.553,1,,,8.72,90e9b127
m6-sweep,4beb8c4833eb,42,0,loopback,qwen2.5:3b,short,0,0,c024.1,1789624231.142165,1789624231.998567,31.328,856.276,0.135,31.292,81,82,96.976,1,,,8.72,5f296192
m6-sweep,db6666ad95ae,43,0,loopback,qwen2.5:3b,short,0,0,c024.1,1789624232.498788,1789624233.371063,27.114,872.155,0.177,27.058,83,84,97.037,1,,,8.26,4caebd13
m6-sweep,165da9653150,44,0,loopback,qwen2.5:3b,short,0,0,c024.1,1789624233.880097,1789624234.565336,31.817,685.007,0.134,31.782,64,65,96.45,1,,,8.26,4946ba4c
m6-sweep,8185f0f248e3,45,0,loopback,qwen2.5:3b,short,0,0,c024.1,1789624235.065665,1789624236.021349,33.756,955.529,0.13,33.657,90,91,96.553,1,,,8.26,32fe1eab
m6-sweep,7bfdc513eea8,46,0,loopback,qwen2.5:3b,short,0,0,c024.1,1789624236.521571,1789624237.468933,29.675,947.252,0.139,29.626,90,91,96.995,1,,,9.04,b878fcd0
m6-sweep,e5d69c842e5c,47,0,loopback,qwen2.5:3b,short,0,0,c024.1,1789624237.969141,1789624238.621317,29.286,652.066,0.17,29.218,61,62,96.342,1,,,9.04,ab9d8abb
m6-sweep,bcf862096985,48,0,loopback,qwen2.5:3b,short,0,0,c024.1,1789624239.121533,1789624239.681531,29.636,559.877,0.119,29.581,52,53,96.183,1,,,9.04,364f4507
m6-sweep,1aec160a42b1,49,0,loopback,qwen2.5:3b,short,0,0,c024.1,1789624240.18175,1789624240.742813,29.259,560.932,0.127,29.195,52,53,95.924,1,,,9.04,22ccf3b0
m6-sweep,14835f3ece48,50,0,loopback,qwen2.5:3b,short,0,0,c024.1,1789624241.243081,1789624242.029663,26.323,786.459,0.14,26.261,74,75,96.035,1,,,9.04,18f6e78a
m6-sweep,83e412026cf6,51,0,loopback,qwen2.5:3b,short,0,0,c024.1,1789624242.52987,1789624243.080156,27.98,550.149,0.136,27.931,51,52,95.754,1,,,8.56,849434f3
m6-sweep,ba93fe9e6e2a,52,0,loopback,qwen2.5:3b,short,0,0,c024.1,1789624243.580455,1789624244.481394,24.652,900.832,0.136,24.6,85,86,95.871,1,,,8.56,978eedc9
m6-sweep,d82e705289f8,0,1,loopback,qwen2.5:0.5b,short,0,0,c025.1,1789624245.16284,1789624247.883438,2620.877,2720.49,1.53,2620.836,24,25,230.893,1,,,8.11,2bde783b
m6-sweep,5f6a82a1f468,1,1,loopback,qwen2.5:0.5b,short,0,0,c025.1,1789624248.383688,1789624248.491879,15.753,108.076,0.134,15.718,24,25,249.126,1,,,8.11,b2af5ee5
m6-sweep,c025af9c7755,2,1,loopback,qwen2.5:0.5b,short,0,0,c025.1,1789624248.993974,1789624249.106564,18.83,112.42,0.222,18.785,24,25,245.753,1,,,8.11,dc8f5ac9
m6-sweep,f806f99dacec,3,0,loopback,qwen2.5:0.5b,short,0,0,c025.1,1789624249.606929,1789624249.725909,16.755,118.858,0.139,16.719,27,28,254.645,1,,,8.11,258a1f8c
m6-sweep,e61011450eea,4,0,loopback,qwen2.5:0.5b,short,0,0,c025.1,1789624250.226129,1789624250.414258,15.823,187.981,0.197,15.783,47,48,267.196,1,,,8.11,9f10cc3a
m6-sweep,fee2d271633e,5,0,loopback,qwen2.5:0.5b,short,0,0,c025.1,1789624250.914489,1789624251.020041,19.597,105.422,0.217,19.562,24,25,267.989,1,,,8.11,73a553c9
m6-sweep,ed43407b269b,6,0,loopback,qwen2.5:0.5b,short,0,0,c025.1,1789624251.520322,1789624251.628321,19.265,107.864,0.16,19.23,25,26,270.883,1,,,8.11,6730716d
m6-sweep,5f7bf4688af6,7,0,loopback,qwen2.5:0.5b,short,0,0,c025.1,1789624252.128563,1789624252.232345,19.19,103.626,0.168,19.141,24,25,272.396,1,,,8.11,9b97365b
m6-sweep,ea641bea3e33,8,0,loopback,qwen2.5:0.5b,short,0,0,c025.1,1789624252.73296,1789624252.844025,18.273,110.954,0.123,18.238,24,25,248.163,1,,,8.58,b71e3a52
m6-sweep,43b96ae2027d,9,0,loopback,qwen2.5:0.5b,short,0,0,c025.1,1789624253.34427,1789624253.450413,16.703,106.025,0.137,16.659,23,24,246.3,1,,,8.58,a13cd08e
m6-sweep,645270e9a4e0,10,0,loopback,qwen2.5:0.5b,short,0,0,c025.1,1789624253.950677,1789624254.08879,17.031,138.008,0.131,16.989,31,32,247.98,1,,,8.58,47013811
m6-sweep,cda09fadc7e4,11,0,loopback,qwen2.5:0.5b,short,0,0,c025.1,1789624254.589028,1789624254.72172,15.294,132.589,0.133,15.252,31,32,255.765,1,,,8.58,3f0398ac
m6-sweep,39e44d7a7b26,12,0,loopback,qwen2.5:0.5b,short,0,0,c025.1,1789624255.221947,1789624255.326086,14.997,104.011,0.134,14.955,23,24,247.154,1,,,8.58,daeb6ac6
m6-sweep,47cc3fe2ea48,13,0,loopback,qwen2.5:0.5b,short,0,0,c025.1,1789624255.826344,1789624255.942755,19.809,116.262,0.135,19.766,24,25,238.459,1,,,8.58,7c1a9b89
m6-sweep,05e5203e04cf,14,0,loopback,qwen2.5:0.5b,short,0,0,c025.1,1789624256.443025,1789624256.558306,22.625,115.162,0.125,22.588,24,25,248.55,1,,,8.58,9ebd0d28
m6-sweep,64b10cb9546d,15,0,loopback,qwen2.5:0.5b,short,0,0,c025.1,1789624257.058525,1789624257.167598,17.024,108.941,0.14,16.965,24,25,250.225,1,,,8.58,4710fee8
m6-sweep,5fb7c460ab9e,16,0,loopback,qwen2.5:0.5b,short,0,0,c025.1,1789624257.66786,1789624257.78067,20.317,112.692,0.13,20.264,24,25,248.986,1,,,9.10,9a39bd91
m6-sweep,517b3ff40c48,17,0,loopback,qwen2.5:0.5b,short,0,0,c025.1,1789624258.281055,1789624258.399186,19.45,118.014,0.134,19.402,26,27,253.641,1,,,9.10,a1bbc2be
m6-sweep,0115459ffa1b,18,0,loopback,qwen2.5:0.5b,short,0,0,c025.1,1789624258.899406,1789624259.011743,18.712,112.234,0.128,18.625,24,25,245.933,1,,,9.10,e5e19aef
m6-sweep,3c4ec5b93a26,19,0,loopback,qwen2.5:0.5b,short,0,0,c025.1,1789624259.511971,1789624259.620948,15.466,108.874,0.139,15.41,24,25,246.23,1,,,9.10,d78ef7a7
m6-sweep,11d9aec44cfc,20,0,loopback,qwen2.5:0.5b,short,0,0,c025.1,1789624260.121162,1789624260.235617,21.363,114.336,0.188,21.324,24,25,247.383,1,,,9.10,c8af15f8
m6-sweep,c9ce5fe2765f,21,0,loopback,qwen2.5:0.5b,short,0,0,c025.1,1789624260.745189,1789624260.86701,21.929,121.652,0.163,21.882,26,27,250.695,1,,,9.10,548162f6
m6-sweep,5fdd4dc3c1b3,22,0,loopback,qwen2.5:0.5b,short,0,0,c025.1,1789624261.367369,1789624261.48106,17.872,113.581,0.169,17.821,25,26,250.759,1,,,9.10,f115f6ed
m6-sweep,748383bbf056,23,0,loopback,qwen2.5:0.5b,short,0,0,c025.1,1789624261.981281,1789624262.092327,19.68,110.917,0.126,19.634,24,25,252.091,1,,,9.10,15f6d720
m6-sweep,14e2df298965,24,0,loopback,qwen2.5:0.5b,short,0,0,c025.1,1789624262.592553,1789624262.729435,19.18,136.778,0.139,19.143,31,32,255.108,1,,,8.77,84485b56
m6-sweep,b83d69b878aa,25,0,loopback,qwen2.5:0.5b,short,0,0,c025.1,1789624263.229651,1789624263.340158,19.345,110.396,0.194,19.306,24,25,252.603,1,,,8.77,1d6c9945
m6-sweep,fb9732756a6c,26,0,loopback,qwen2.5:0.5b,short,0,0,c025.1,1789624263.840374,1789624263.949242,14.823,108.74,0.169,14.779,24,25,244.898,1,,,8.77,0681d1dc
m6-sweep,4a30d0440a7f,27,0,loopback,qwen2.5:0.5b,short,0,0,c025.1,1789624264.449441,1789624264.564863,22.483,115.304,0.133,22.44,24,25,247.786,1,,,8.77,d5e867e0
m6-sweep,78a30eba9e40,28,0,loopback,qwen2.5:0.5b,short,0,0,c025.1,1789624265.065081,1789624265.179255,21.212,114.005,0.167,21.164,24,25,247.863,1,,,8.77,8045bde3
m6-sweep,50126baaaa2a,29,0,loopback,qwen2.5:0.5b,short,0,0,c025.1,1789624265.679498,1789624265.791389,17.731,111.779,0.145,17.674,24,25,244.556,1,,,8.77,9db65624
m6-sweep,81dc28461a91,30,0,loopback,qwen2.5:0.5b,short,0,0,c025.1,1789624266.291599,1789624266.401752,16.311,110.051,0.123,16.258,24,25,245.358,1,,,8.77,2b64d61c
m6-sweep,377e22e9fdf9,31,0,loopback,qwen2.5:0.5b,short,0,0,c025.1,1789624266.901949,1789624267.012108,18.418,109.968,0.216,18.378,24,25,251.229,1,,,8.77,e2aaf7c2
m6-sweep,f39df9930a72,32,0,loopback,qwen2.5:0.5b,short,0,0,c025.1,1789624267.512367,1789624267.64599,19.597,133.464,0.134,19.563,30,31,254.683,1,,,8.15,10d2245f
m6-sweep,e1539cf790a0,33,0,loopback,qwen2.5:0.5b,short,0,0,c025.1,1789624268.146269,1789624268.283027,16.056,136.649,0.141,15.998,31,32,248.771,1,,,8.15,fd1c4d54
m6-sweep,3be979e10494,34,0,loopback,qwen2.5:0.5b,short,0,0,c025.1,1789624268.783262,1789624268.901161,21.758,117.771,0.167,21.723,24,25,239.55,1,,,8.15,50c58df1
m6-sweep,c2dad9eb14db,35,0,loopback,qwen2.5:0.5b,short,0,0,c025.1,1789624269.401398,1789624269.51206,22.718,110.553,0.164,22.665,23,24,250.471,1,,,8.15,dae86dad
m6-sweep,8ddf5acf727e,36,0,loopback,qwen2.5:0.5b,short,0,0,c025.1,1789624270.012228,1789624270.147979,17.815,135.649,0.135,17.769,31,32,254.597,1,,,8.15,53f52185
m6-sweep,46c52bba1458,37,0,loopback,qwen2.5:0.5b,short,0,0,c025.1,1789624270.648177,1789624270.755246,20.132,106.859,0.126,20.091,24,25,265.2,1,,,8.15,b1ba461d
m6-sweep,2ac52481d59a,38,0,loopback,qwen2.5:0.5b,short,0,0,c025.1,1789624271.255498,1789624271.358922,17.834,103.314,0.141,17.783,23,24,257.37,1,,,8.15,d49dd8c3
m6-sweep,22e3e366a476,39,0,loopback,qwen2.5:0.5b,short,0,0,c025.1,1789624271.85907,1789624271.96728,19.323,108.108,0.13,19.285,24,25,259.052,1,,,8.15,5bca289a
m6-sweep,c31749ef0a00,40,0,loopback,qwen2.5:0.5b,short,0,0,c025.1,1789624272.467482,1789624272.578367,17.979,110.75,0.148,17.931,24,25,247.92,1,,,7.73,f585ae74
m6-sweep,1b5796c066d6,41,0,loopback,qwen2.5:0.5b,short,0,0,c025.1,1789624273.078637,1789624273.190275,20.647,111.476,0.137,20.603,24,25,253.224,1,,,7.73,cbf76a02
m6-sweep,d6fd2e0f06f1,42,0,loopback,qwen2.5:0.5b,short,0,0,c025.1,1789624273.690539,1789624273.80155,18.808,110.908,0.131,18.75,24,25,249.73,1,,,7.73,70b18a05
m6-sweep,0ac791cde082,43,0,loopback,qwen2.5:0.5b,short,0,0,c025.1,1789624274.301768,1789624274.410143,16.332,108.287,0.134,16.296,24,25,250.122,1,,,7.73,af7d6236
m6-sweep,cc3813bc02a6,44,0,loopback,qwen2.5:0.5b,short,0,0,c025.1,1789624274.910403,1789624275.020305,16.592,109.784,0.15,16.554,24,25,246.801,1,,,7.73,df4d755c
m6-sweep,f01ef1d9c2d6,45,0,loopback,qwen2.5:0.5b,short,0,0,c025.1,1789624275.520562,1789624275.631418,18.115,110.75,0.155,18.049,24,25,248.286,1,,,7.73,bac02b76
m6-sweep,efdb8b08f015,46,0,loopback,qwen2.5:0.5b,short,0,0,c025.1,1789624276.131666,1789624276.260709,21.751,128.961,0.132,21.689,28,29,251.843,1,,,7.73,10241c77
m6-sweep,0ddc92851086,47,0,loopback,qwen2.5:0.5b,short,0,0,c025.1,1789624276.760912,1789624276.882411,25.931,121.326,0.197,25.872,25,26,251.586,1,,,7.73,3c3130cc
m6-sweep,133fa18b0c7f,48,0,loopback,qwen2.5:0.5b,short,0,0,c025.1,1789624277.382634,1789624277.499892,19.646,117.126,0.127,19.602,24,25,235.945,1,,,8.00,0c89393c
m6-sweep,54ee217b3bb5,49,0,loopback,qwen2.5:0.5b,short,0,0,c025.1,1789624278.000126,1789624278.112021,18.875,111.779,0.177,18.814,24,25,247.567,1,,,8.00,f208c596
m6-sweep,c930aa1758b6,50,0,loopback,qwen2.5:0.5b,short,0,0,c025.1,1789624278.612235,1789624278.816197,17.782,203.836,0.123,17.739,50,51,263.365,1,,,8.00,86db8437
m6-sweep,bd78564761db,51,0,loopback,qwen2.5:0.5b,short,0,0,c025.1,1789624279.316416,1789624279.421162,19.957,104.636,0.138,19.905,24,25,271.613,1,,,8.00,d45777bf
m6-sweep,cc0a72cded0a,52,0,loopback,qwen2.5:0.5b,short,0,0,c025.1,1789624279.921366,1789624280.02752,20.59,105.989,0.172,20.522,24,25,269.322,1,,,8.00,5f5b8c8b
m6-sweep,ed79723bd5ef,0,1,ran,qwen2.5:3b,long,20,0,c026.1,1789624281.682856,1789624286.271063,3115.096,4588.088,31.327,3115.046,110,111,73.999,1,,,7.68,97cb1384
m6-sweep,d0f3073b0b18,1,1,ran,qwen2.5:3b,long,20,0,c026.1,1789624286.771337,1789624288.390579,190.529,1619.124,37.755,190.48,127,128,88.199,1,,,7.62,c59a1cb9
m6-sweep,bf049b57837d,2,1,ran,qwen2.5:3b,long,20,0,c026.1,1789624288.890863,1789624291.167112,192.457,2276.128,34.288,192.421,103,104,48.952,1,,,7.62,3979720d
m6-sweep,76a07a8b1cc8,3,0,ran,qwen2.5:3b,long,20,0,c026.1,1789624291.667388,1789624293.492018,305.251,1824.52,30.606,305.215,110,111,71.745,1,,,7.17,a31628e5
m6-sweep,a816c1a3f93a,4,0,ran,qwen2.5:3b,long,20,0,c026.1,1789624293.992235,1789624299.451754,2238.903,5459.412,2063.074,2238.867,122,123,37.572,1,,,7.08,08a3684c
m6-sweep,dc73be7bba74,5,0,ran,qwen2.5:3b,long,20,0,c026.1,1789624299.951937,1789624301.068015,200.711,1115.9,31.941,200.677,80,81,86.321,1,,,7.08,ae56d4f7
m6-sweep,0787bd852ab1,6,0,ran,qwen2.5:3b,long,20,0,c026.1,1789624301.568396,1789624303.944355,1189.162,2375.824,1033.222,1189.094,83,84,69.101,1,,,6.91,db3fbcfe
m6-sweep,050b5c8e8b21,7,0,ran,qwen2.5:3b,long,20,0,c026.1,1789624304.444614,1789624306.845134,1758.572,2400.334,1022.708,1758.525,110,111,169.845,1,,,6.91,d80b57fd
m6-sweep,854d35ef633f,8,0,ran,qwen2.5:3b,long,20,0,c026.1,1789624307.345421,1789624310.152074,1236.553,2806.527,1061.23,1236.519,121,122,76.434,1,,,6.52,e72bffcf
m6-sweep,28ae32cd75f7,9,0,ran,qwen2.5:3b,long,20,0,c026.1,1789624310.652291,1789624312.667521,186.895,2015.12,32.27,186.858,107,108,57.98,1,,,6.47,ebd7447b
m6-sweep,728c69a4ddd4,10,0,ran,qwen2.5:3b,long,20,0,c026.1,1789624313.16777,1789624315.507312,1002.245,2339.402,30.296,1002.209,116,117,86.003,1,,,6.47,ec7bd5fd
m6-sweep,79f16d5777a0,11,0,ran,qwen2.5:3b,long,20,0,c026.1,1789624316.007608,1789624321.211277,3614.369,5203.562,1041.278,3614.333,115,116,71.735,1,,,6.36,5a8a4765
m6-sweep,438493c9dc2d,12,0,ran,qwen2.5:3b,long,20,0,c026.1,1789624321.711505,1789624323.314671,530.156,1603.038,22.846,530.122,102,103,94.139,1,,,6.09,b5a6e644
m6-sweep,04da8a288cfb,13,0,ran,qwen2.5:3b,long,20,0,c026.1,1789624323.814945,1789624325.068109,185.564,1253.054,29.495,185.531,81,82,74.942,1,,,6.09,cd2239fe
m6-sweep,b1f14d9cee84,14,0,ran,qwen2.5:3b,long,20,0,c026.1,1789624325.568317,1789624328.752454,1185.558,3184.006,1031.044,1185.517,80,81,39.531,1,,,6.80,e85f11df
m6-sweep,a777b79cd0a5,15,0,ran,qwen2.5:3b,long,20,0,c026.1,1789624329.252682,1789624330.944149,193.239,1691.35,20.829,193.194,113,114,74.761,1,,,6.80,2fd3e5ca
m6-sweep,dc780a3c7298,16,0,ran,qwen2.5:3b,long,20,0,c026.1,1789624331.444369,1789624336.371143,1179.246,4926.667,1031.092,1179.195,115,116,30.421,1,,,6.66,a210cb7a
m6-sweep,c900e755fd34,17,0,ran,qwen2.5:3b,long,20,0,c026.1,1789624336.871352,1789624338.61397,203.06,1742.51,30.789,203.009,79,80,50.667,1,,,7.65,e0751bb4
m6-sweep,b64e4f06dee8,18,0,ran,qwen2.5:3b,long,20,0,c026.1,1789624339.114205,1789624340.589585,243.246,1475.251,23.797,243.209,101,102,81.168,1,,,7.65,2455ed5d
m6-sweep,2e9b1959a0a4,19,0,ran,qwen2.5:3b,long,20,0,c026.1,1789624341.090019,1789624343.862238,1328.456,2772.077,1033.048,1328.413,105,106,72.041,1,,,7.35,22b9a1d1
m6-sweep,041128dfe650,20,0,ran,qwen2.5:3b,long,20,0,c026.1,1789624344.362431,1789624345.737253,206.846,1374.709,31.438,206.807,113,114,95.902,1,,,7.35,98277fac
m6-sweep,af759e3446ad,21,0,ran,qwen2.5:3b,long,20,0,c026.1,1789624346.248409,1789624348.823981,1194.085,2575.36,1042.748,1194.042,92,93,65.881,1,,,7.16,1f06d4df
m6-sweep,d630446674ac,22,0,ran,qwen2.5:3b,long,20,0,c026.1,1789624349.324283,1789624351.794868,946.562,2470.468,35.035,946.525,119,120,77.433,1,,,7.16,bd300fb7
m6-sweep,1ed3f49f0e4e,23,0,ran,qwen2.5:3b,long,20,0,c026.1,1789624352.295124,1789624353.697033,173.887,1401.802,23.811,173.821,111,112,89.583,1,,,6.99,fd55985b
m6-sweep,73d97175979b,24,0,ran,qwen2.5:3b,long,20,0,c026.1,1789624354.197265,1789624356.019083,167.508,1821.711,12.053,167.472,101,102,60.452,1,,,6.99,dffd937f
m6-sweep,0cea415219a7,25,0,ran,qwen2.5:3b,long,20,0,c026.1,1789624356.519399,1789624358.652545,1191.03,2133.039,1024.308,1190.993,79,80,82.802,1,,,6.59,1c6eeef9
m6-sweep,6d514b30db9e,26,0,ran,qwen2.5:3b,long,20,0,c026.1,1789624359.152761,1789624363.03507,1233.441,3882.202,1058.053,1233.37,114,115,42.661,1,,,6.38,077d8767
m6-sweep,9ce99c84758a,27,0,ran,qwen2.5:3b,long,20,0,c026.1,1789624363.535286,1789624367.152542,1968.379,3617.159,31.731,1968.344,94,95,56.405,1,,,6.38,4fd956ad
m6-sweep,ce41360931b2,28,0,ran,qwen2.5:3b,long,20,0,c026.1,1789624367.65275,1789624369.394484,186.904,1741.639,32.013,186.869,123,124,78.47,1,,,6.11,dcf57b31
m6-sweep,d04fe9ca4d83,29,0,ran,qwen2.5:3b,long,20,0,c026.1,1789624369.894693,1789624371.431626,183.416,1536.82,33.304,183.378,99,100,72.41,1,,,6.11,e6e17c0e
m6-sweep,70fe8afb30bf,30,0,ran,qwen2.5:3b,long,20,0,c026.1,1789624371.931875,1789624374.555338,176.063,2623.355,28.917,176.026,128,128,51.894,1,,,6.90,1d645577
m6-sweep,40cfd87a498f,31,0,ran,qwen2.5:3b,long,20,0,c026.1,1789624375.055545,1789624378.411541,1244.194,3355.867,1047.891,1244.156,112,113,52.565,1,,,7.87,6969bab3
m6-sweep,9c1740d8a890,32,0,ran,qwen2.5:3b,long,20,0,c026.1,1789624378.91177,1789624381.526888,1242.945,2615.002,1040.587,1242.909,123,124,88.918,1,,,7.87,87efe445
m6-sweep,6a8d168a0754,33,0,ran,qwen2.5:3b,long,20,0,c026.1,1789624382.027107,1789624383.436165,171.902,1408.902,26.014,171.853,110,111,88.116,1,,,8.76,73aa90be
m6-sweep,409d79759ee8,34,0,ran,qwen2.5:3b,long,20,0,c026.1,1789624383.936429,1789624385.347649,174.403,1411.023,19.099,174.359,116,117,92.995,1,,,8.76,19ebb08a
m6-sweep,420c58a62793,35,0,ran,qwen2.5:3b,long,20,0,c026.1,1789624385.847944,1789624388.779487,331.126,2931.426,33.16,331.092,92,93,34.996,1,,,8.62,7a8c23aa
m6-sweep,b4a12e6cfdb2,36,0,ran,qwen2.5:3b,long,20,0,c026.1,1789624389.279701,1789624391.669204,368.845,2389.401,39.538,368.809,79,80,38.603,1,,,8.62,8a9f17f1
m6-sweep,784ce99ec597,37,0,ran,qwen2.5:3b,long,20,0,c026.1,1789624392.169396,1789624394.539033,182.478,2369.521,15.397,182.435,81,82,36.579,1,,,8.57,cd03fd67
m6-sweep,f98624cb055f,38,0,ran,qwen2.5:3b,long,20,0,c026.1,1789624395.03922,1789624397.318578,1303.875,2279.19,1032.754,1303.818,92,93,93.303,1,,,8.57,2750697c
m6-sweep,5d07209a224c,39,0,ran,qwen2.5:3b,long,20,0,c026.1,1789624397.818896,1789624399.844213,201.511,2025.197,20.825,201.475,77,78,41.674,1,,,9.01,2e04e1a2
m6-sweep,d5f5dcef96fa,40,0,ran,qwen2.5:3b,long,20,0,c026.1,1789624400.344435,1789624401.774511,178.371,1429.986,32.502,178.335,111,112,87.886,1,,,9.01,8fb82b6d
m6-sweep,fccacc4f399e,41,0,ran,qwen2.5:3b,long,20,0,c026.1,1789624402.274724,1789624404.38738,471.526,2112.549,33.059,471.487,117,118,70.688,1,,,8.37,3011e201
m6-sweep,619e3906d29f,42,0,ran,qwen2.5:3b,long,20,0,c026.1,1789624404.887628,1789624408.842791,2328.457,3955.068,2087.986,2328.42,79,80,47.952,1,,,9.22,ffc3fc7a
m6-sweep,4966e26ddc12,43,0,ran,qwen2.5:3b,long,20,0,c026.1,1789624409.342991,1789624412.556231,1213.551,3213.126,1039.322,1213.516,119,120,59.013,1,,,9.22,3c0557a4
m6-sweep,523055d8bf3a,44,0,ran,qwen2.5:3b,long,20,0,c026.1,1789624413.056527,1789624418.043465,3440.228,4986.833,1050.96,3440.19,127,128,81.469,1,,,8.56,94468aec
m6-sweep,e374db4e10c1,45,0,ran,qwen2.5:3b,long,20,0,c026.1,1789624418.544614,1789624422.447342,250.115,3902.624,32.638,250.081,122,123,33.128,1,,,8.56,064e5bab
m6-sweep,0f7f9536a501,46,0,ran,qwen2.5:3b,long,20,0,c026.1,1789624422.947556,1789624425.403804,1250.165,2456.121,1034.93,1250.13,79,80,64.679,1,,,8.12,49839ebb
m6-sweep,088312e7010d,47,0,ran,qwen2.5:3b,long,20,0,c026.1,1789624425.904039,1789624427.709022,463.319,1804.859,20.308,463.277,111,112,81.995,1,,,7.79,fb4bc054
m6-sweep,b00cbf2a9e7e,48,0,ran,qwen2.5:3b,long,20,0,c026.1,1789624428.209244,1789624429.901954,337.229,1692.6,30.031,337.1,103,104,75.256,1,,,7.79,4b5ebdc1
m6-sweep,f6d1d0f4a353,49,0,ran,qwen2.5:3b,long,20,0,c026.1,1789624430.402227,1789624432.409468,178.043,2007.135,30.364,178.009,79,80,42.644,1,,,7.79,47877abb
m6-sweep,dbc7bb088047,50,0,ran,qwen2.5:3b,long,20,0,c026.1,1789624432.909672,1789624434.446474,175.757,1536.598,31.812,175.722,114,115,83.037,1,,,7.64,6b9e7446
m6-sweep,b6836c08045a,51,0,ran,qwen2.5:3b,long,20,0,c026.1,1789624434.946751,1789624436.636457,187.567,1689.572,36.623,187.498,110,111,72.57,1,,,7.64,5976de1e
m6-sweep,26cffc9adf2f,52,0,ran,qwen2.5:3b,long,20,0,c026.1,1789624437.136669,1789624439.316772,239.799,2179.974,22.112,239.762,107,108,54.634,1,,,7.43,9a02fe51
m6-sweep,d405150d8816,0,1,ran,qwen2.5:3b,short,0,100,c027.1,1789624441.858457,1789624442.909593,505.398,1051.035,224.617,505.356,52,53,93.469,1,,,8.20,20ce7a8d
m6-sweep,aff7a5fc3a09,1,1,ran,qwen2.5:3b,short,0,100,c027.1,1789624443.409958,1789624444.49887,489.983,1088.777,227.93,489.946,58,59,95.191,1,,,8.20,5c312cfa
m6-sweep,f724e21b6363,2,1,ran,qwen2.5:3b,short,0,100,c027.1,1789624444.999131,1789624446.17767,497.115,1178.416,232.256,497.082,66,67,95.406,1,,,8.20,dbace093
m6-sweep,8275c4086740,3,0,ran,qwen2.5:3b,short,0,100,c027.1,1789624446.677967,1789624447.76053,505.715,1082.437,235.372,505.681,56,57,95.367,1,,,8.26,8f036a88
m6-sweep,637f83354048,4,0,ran,qwen2.5:3b,short,0,100,c027.1,1789624448.260831,1789624449.791458,511.254,1530.542,238.732,511.21,99,100,96.146,1,,,8.26,00828d90
m6-sweep,ad4c44b509df,5,0,ran,qwen2.5:3b,short,0,100,c027.1,1789624450.29166,1789624451.638782,503.153,1347.005,237.192,503.117,82,83,95.988,1,,,8.26,155e6d21
m6-sweep,1ffec5789bca,6,0,ran,qwen2.5:3b,short,0,100,c027.1,1789624452.139055,1789624453.429458,491.819,1290.283,229.001,491.785,78,79,96.435,1,,,7.92,2aafa3d5
m6-sweep,a4be8a934a6f,7,0,ran,qwen2.5:3b,short,0,100,c027.1,1789624453.929885,1789624455.249532,488.241,1319.557,223.87,488.199,81,82,96.233,1,,,7.92,b38d537f
m6-sweep,c24f5dc5191a,8,0,ran,qwen2.5:3b,short,0,100,c027.1,1789624455.749729,1789624457.252167,484.756,1502.351,221.083,484.722,99,100,96.305,1,,,7.92,790dcd70
m6-sweep,9ce31e9de0f1,9,0,ran,qwen2.5:3b,short,0,100,c027.1,1789624457.752378,1789624458.845363,489.023,1092.882,225.063,488.989,59,60,96.049,1,,,7.45,3ff939a6
m6-sweep,7307776a0e6f,10,0,ran,qwen2.5:3b,short,0,100,c027.1,1789624459.34561,1789624460.47943,490.446,1133.738,226.623,490.411,63,64,96.379,1,,,7.45,13445133
m6-sweep,e35df19b9e10,11,0,ran,qwen2.5:3b,short,0,100,c027.1,1789624460.979636,1789624462.032743,491.699,1053.021,228.271,491.644,55,56,96.202,1,,,7.45,3f788a03
m6-sweep,c9877325e325,12,0,ran,qwen2.5:3b,short,0,100,c027.1,1789624462.532972,1789624463.563543,499.299,1030.45,237.504,499.253,52,53,96.018,1,,,7.17,b99557bb
m6-sweep,412cf4aa4515,13,0,ran,qwen2.5:3b,short,0,100,c027.1,1789624464.063758,1789624465.081741,483.555,1017.879,222.919,483.512,52,53,95.448,1,,,7.17,07512453
m6-sweep,135baff7e5fb,14,0,ran,qwen2.5:3b,short,0,100,c027.1,1789624465.581988,1789624466.905469,481.986,1323.4,221.757,481.949,82,83,96.266,1,,,7.17,1cd5d52c
