wall,loadavg_1m,cpu_busy_pct,rt_ratio_dl,rt_ratio_ul,gpu_temp_c,gpu_util_pct,gpu_mem_mib
1789627099.899,7.61,20.0,0.9279,0.9279,62,0,2857
1789627100.901,7.61,31.4,0.9133,0.9133,70,80,2857
1789627101.903,7.61,22.4,0.9307,0.9307,70,89,2857
1789627102.906,7.61,31.1,0.9311,0.9309,62,0,2857
1789627103.908,7.61,29.1,0.9231,0.9231,64,0,2857
1789627104.91,7.16,32.3,0.9213,0.9206,71,88,2857
1789627105.912,7.16,23.6,0.9282,0.9292,62,60,2857
1789627106.914,7.16,28.0,0.9301,0.9291,62,0,2857
1789627107.916,7.16,28.9,0.9202,0.9212,66,0,2857
1789627108.918,7.16,40.1,0.9093,0.9083,71,88,2857
1789627109.92,8.11,29.9,0.9232,0.9232,63,0,2857
1789627110.922,8.11,8.0,0.937,0.9372,66,0,2857
1789627111.925,8.11,16.0,0.9352,0.936,62,0,2857
1789627112.927,8.11,30.8,0.9252,0.9252,68,89,2857
1789627113.929,8.11,20.4,0.9339,0.9339,63,0,2857
1789627114.931,7.70,26.7,0.9282,0.9282,71,88,2857
1789627115.934,7.70,32.0,0.9275,0.9269,63,44,2857
1789627116.935,7.70,27.0,0.9204,0.921,72,0,2857
1789627117.938,7.70,24.3,0.9356,0.9366,62,0,2857
1789627118.94,7.70,15.4,0.9324,0.9314,71,25,2857
1789627119.942,7.48,30.5,0.9244,0.9234,62,89,2857
1789627120.944,7.48,21.1,0.9322,0.9322,64,0,2857
1789627121.946,7.48,35.2,0.9162,0.9172,72,89,2857
1789627122.948,7.48,34.1,0.92,0.92,63,26,2857
1789627123.95,7.48,26.3,0.9216,0.9212,65,0,2857
1789627124.952,7.04,28.8,0.9207,0.92,72,88,2857
1789627125.954,7.04,20.8,0.9343,0.9353,63,0,2857
1789627126.956,7.04,18.9,0.9305,0.9305,72,73,2857
1789627127.958,7.04,40.9,0.9171,0.9171,63,89,2857
1789627128.96,7.04,27.0,0.9223,0.9223,64,0,2857
1789627129.962,7.12,20.0,0.9333,0.9333,72,87,2857
1789627130.963,7.12,31.5,0.9243,0.9243,63,88,2857
1789627131.965,7.12,11.3,0.9353,0.9343,65,0,2857
1789627132.967,7.12,18.0,0.9321,0.9328,62,0,2857
1789627133.969,7.12,33.6,0.9134,0.9136,67,88,2857
1789627134.971,7.91,19.4,0.9335,0.9331,63,0,2857
1789627135.973,7.91,16.9,0.9318,0.9322,71,48,2857
1789627136.976,7.91,39.5,0.915,0.914,62,86,2857
1789627137.978,7.91,24.1,0.9219,0.9229,63,0,2857
1789627138.98,7.91,25.7,0.9175,0.9175,71,0,2857
1789627139.982,7.52,9.4,0.9353,0.9343,62,0,2857
1789627140.984,7.52,11.3,0.9321,0.9321,62,0,2857
1789627141.986,7.52,13.6,0.9293,0.9293,61,0,685
1789627142.988,7.52,14.3,0.9259,0.9259,60,4,693
1789627143.991,7.52,40.8,0.9235,0.9245,60,4,1257
1789627144.993,7.40,31.2,0.9227,0.9227,63,0,1257
1789627145.996,7.40,22.6,0.9235,0.9245,67,0,1259
1789627146.998,7.40,23.4,0.9281,0.9271,66,19,1259
1789627148.0,7.40,24.3,0.928,0.928,66,41,1259
1789627149.002,7.40,24.5,0.9293,0.9283,63,61,1259
1789627150.004,7.36,23.3,0.9285,0.9285,64,72,1259
1789627151.006,7.36,23.0,0.9272,0.9282,66,71,1259
1789627152.008,7.36,24.0,0.9273,0.9273,67,67,1259
1789627153.01,7.36,25.8,0.9211,0.9211,67,70,1259
1789627154.011,7.36,24.8,0.9225,0.9225,67,70,1259
1789627155.013,7.02,25.5,0.9242,0.9232,67,71,1259
1789627156.015,7.02,24.7,0.9243,0.9253,66,71,1259
1789627157.017,7.02,24.0,0.9281,0.9281,62,9,1259
1789627158.02,7.02,25.1,0.9231,0.9231,62,0,1259
1789627159.023,7.02,24.1,0.924,0.923,62,0,1259
1789627160.025,7.01,24.1,0.9259,0.9269,62,0,1259
1789627161.028,7.01,22.8,0.9265,0.9255,62,0,1259
1789627162.03,7.01,22.7,0.9261,0.9271,62,0,1259
1789627163.032,7.01,23.0,0.9273,0.9273,62,0,1259
1789627164.034,7.01,23.7,0.9291,0.9281,63,0,1259
1789627165.036,6.85,23.8,0.9251,0.9261,64,24,1259
1789627166.038,6.85,24.5,0.9251,0.9241,67,51,1259
1789627167.04,6.85,24.3,0.9273,0.9273,67,70,1259
1789627168.042,6.85,24.6,0.9235,0.9235,67,71,1259
1789627169.044,6.85,24.6,0.9222,0.9222,67,71,1259
1789627170.046,6.86,24.6,0.9232,0.9242,67,71,1259
1789627171.048,6.86,25.1,0.9283,0.9273,67,71,1259
1789627172.049,6.86,25.0,0.9274,0.9284,66,72,1259
1789627173.052,6.86,25.0,0.9267,0.9267,62,11,1259
1789627174.054,6.86,25.5,0.924,0.924,62,0,1259
1789627175.056,6.71,25.7,0.9272,0.9272,62,0,1259
1789627176.059,6.71,23.9,0.9299,0.9299,62,0,1259
1789627177.061,6.71,23.8,0.9287,0.9287,62,0,1259
1789627178.064,6.71,23.5,0.9263,0.9263,62,0,1259
1789627179.066,6.71,23.8,0.9263,0.9253,63,0,1259
1789627180.068,6.42,22.9,0.9289,0.9299,63,0,1259
1789627181.071,6.42,23.9,0.9268,0.9258,63,18,1259
1789627182.073,6.42,23.4,0.925,0.926,65,39,1259
1789627183.075,6.42,23.0,0.9207,0.9199,67,63,1259
1789627184.077,6.42,24.5,0.9195,0.9192,67,70,1259
1789627185.079,6.22,25.0,0.9152,0.9152,67,71,1259
1789627186.081,6.22,25.1,0.9232,0.9232,67,70,1259
1789627187.083,6.22,24.7,0.9221,0.9231,66,71,1259
1789627188.085,6.22,24.8,0.9222,0.9222,66,72,1259
1789627189.088,6.22,25.5,0.9191,0.9181,66,52,1259
1789627190.09,7.09,25.3,0.9182,0.9192,65,39,1259
1789627191.092,7.09,25.3,0.9271,0.9261,62,23,1259
1789627192.094,7.09,25.9,0.9225,0.9225,62,3,1259
1789627193.097,7.09,25.5,0.919,0.92,62,0,1259
1789627194.099,7.09,23.1,0.9241,0.9241,62,0,1259
1789627195.101,6.84,22.4,0.9283,0.9283,62,0,1259
1789627196.104,6.84,23.4,0.9262,0.9255,63,0,1259
1789627197.105,6.84,24.7,0.9266,0.9274,63,24,1259
1789627198.107,6.84,22.9,0.9362,0.9362,65,41,1259
1789627199.11,6.84,23.4,0.9257,0.9247,67,60,1259
1789627200.112,6.69,24.8,0.9294,0.9304,66,71,1259
1789627201.114,6.69,11.6,0.9362,0.9352,61,0,1259
1789627202.116,6.69,11.1,0.9363,0.9363,60,0,1259
1789627203.118,6.69,27.2,0.9409,0.9409,60,6,1259
1789627204.12,6.69,25.9,0.9371,0.9381,60,0,1259
1789627205.122,6.56,10.0,0.9353,0.9343,60,0,1259
1789627206.124,6.56,27.0,0.9403,0.9403,60,0,1259
1789627207.126,6.56,26.2,0.9254,0.9264,61,37,1259
1789627208.128,6.56,26.8,0.9302,0.9302,59,0,1259
1789627209.131,6.56,22.1,0.9346,0.9346,59,0,1259
1789627210.133,6.59,14.0,0.9332,0.9322,59,0,1259
1789627211.135,6.59,26.8,0.9201,0.9211,61,37,1259
1789627212.138,6.59,14.7,0.932,0.931,59,0,1259
1789627213.14,6.59,25.3,0.9317,0.9327,59,0,1259
1789627214.143,6.59,15.4,0.9385,0.9385,59,0,1259
1789627215.145,6.22,19.7,0.9373,0.9364,59,0,1259
1789627216.147,6.22,25.1,0.9313,0.9323,59,0,1259
1789627217.148,6.22,11.7,0.9272,0.9262,59,15,1259
1789627218.151,6.22,13.5,0.9298,0.9306,58,18,1259
1789627219.154,6.22,24.8,0.924,0.9243,58,0,1259
1789627220.157,5.97,15.1,0.9318,0.9308,58,0,1259
1789627221.158,5.97,10.4,0.9353,0.9353,59,0,1259
1789627222.16,5.97,26.9,0.9223,0.9233,59,0,1259
1789627223.162,5.97,26.7,0.9183,0.9173,58,37,1259
1789627224.164,5.97,14.1,0.9304,0.9304,58,0,1259
1789627225.166,5.97,14.8,0.9322,0.9322,58,0,1259
1789627226.168,5.97,11.4,0.9333,0.9333,59,0,1259
1789627227.17,5.97,26.3,0.9392,0.9392,59,0,1259
1789627228.172,5.97,16.4,0.9322,0.9322,60,8,1259
1789627229.174,5.97,27.8,0.9244,0.9244,58,37,1259
1789627230.176,5.97,14.4,0.9321,0.9321,58,0,1259
1789627231.178,5.97,18.0,0.9369,0.9379,58,0,1259
1789627232.18,5.97,18.8,0.9343,0.9343,58,0,1259
1789627233.182,5.97,26.7,0.9222,0.9222,58,0,1259
1789627234.184,5.97,25.8,0.9342,0.9332,58,24,1259
1789627235.186,6.93,28.0,0.9282,0.9282,58,14,1259
1789627236.188,6.93,25.3,0.9218,0.9228,58,0,1259
1789627237.191,6.93,17.7,0.9325,0.9315,57,0,1259
1789627238.193,6.93,22.1,0.9393,0.9403,58,0,1259
1789627239.195,6.93,27.2,0.9334,0.9331,58,0,1259
1789627240.197,7.66,27.2,0.9342,0.9334,57,37,1259
1789627241.199,7.66,27.5,0.9344,0.935,57,0,1259
1789627242.202,7.66,21.2,0.9349,0.9353,58,0,1259
1789627243.204,7.66,16.5,0.9338,0.9338,58,0,1259
1789627244.206,7.66,24.3,0.9242,0.9242,58,0,1259
1789627245.208,7.37,13.8,0.9333,0.9323,59,7,1259
1789627246.21,7.37,12.4,0.9352,0.9362,57,30,1259
1789627247.213,7.37,12.7,0.9366,0.9356,57,0,1259
1789627248.215,7.37,12.7,0.9321,0.9331,57,0,1259
1789627249.218,7.37,8.4,0.9302,0.9292,57,0,1259
1789627250.22,6.94,12.4,0.9332,0.9342,58,0,1259
1789627251.222,6.94,27.3,0.9222,0.9212,57,37,1259
1789627252.224,6.94,13.3,0.9322,0.9332,57,0,1259
1789627253.227,6.94,22.8,0.9337,0.9337,57,0,1259
1789627254.228,6.94,13.9,0.9363,0.9363,57,0,1259
1789627255.231,6.78,14.4,0.9353,0.9343,57,0,1259
1789627256.233,6.78,22.2,0.9373,0.9373,57,0,1259
1789627257.235,6.78,26.5,0.9184,0.9184,58,0,1259
1789627258.237,6.78,26.2,0.9252,0.9252,57,45,1259
1789627259.239,6.78,25.8,0.9311,0.9321,57,0,1259
1789627260.241,6.40,10.8,0.9358,0.9351,57,0,1259
1789627261.243,6.40,27.0,0.9196,0.9193,57,0,1259
1789627262.245,6.40,26.4,0.9324,0.9324,59,30,1259
1789627263.247,6.40,27.4,0.9203,0.9203,57,8,1259
1789627264.249,6.40,10.9,0.9373,0.9373,57,0,1259
1789627265.251,6.13,26.0,0.9213,0.9223,57,0,1259
1789627266.254,6.13,15.4,0.9313,0.9313,57,0,1259
1789627267.256,6.13,20.8,0.9272,0.9262,57,0,1259
1789627268.257,6.13,25.9,0.9255,0.9255,57,0,1259
1789627269.259,6.13,25.8,0.9325,0.9335,57,37,1259
1789627270.261,5.88,9.3,0.9434,0.9424,57,0,1259
1789627271.263,5.88,10.0,0.9405,0.9415,57,0,1259
1789627272.264,5.88,10.1,0.9413,0.9407,57,0,1259
1789627273.266,5.88,13.3,0.9312,0.9318,57,3,693
1789627274.269,5.88,13.4,0.9269,0.9259,57,4,777
1789627275.271,6.53,26.5,0.9177,0.9187,57,49,2857
1789627276.273,6.53,31.7,0.9334,0.9334,68,31,2857
1789627277.275,6.53,13.6,0.9366,0.9369,59,0,2857
1789627278.277,6.53,35.8,0.9334,0.9332,68,89,2857
1789627279.279,6.53,17.3,0.9372,0.9362,59,0,2857
1789627280.282,7.29,33.7,0.9381,0.9381,68,67,2857
1789627281.283,7.29,18.4,0.9362,0.9362,59,0,2857
1789627282.286,7.29,39.1,0.9181,0.9181,69,80,2857
1789627283.288,7.29,10.4,0.9352,0.9352,60,0,2857
1789627284.291,7.29,36.1,0.9115,0.9125,66,89,2857
1789627285.293,7.26,18.6,0.9263,0.9263,70,0,2857
1789627286.296,7.26,20.5,0.9288,0.9278,60,0,2857
1789627287.298,7.26,35.3,0.915,0.9153,69,16,2857
1789627288.3,7.26,11.3,0.9374,0.9382,60,0,2857
1789627289.302,7.26,38.7,0.9194,0.9184,69,76,2857
1789627290.305,6.92,13.7,0.9345,0.9347,60,0,2857
1789627291.308,6.92,44.6,0.9083,0.909,69,87,2857
1789627292.311,6.92,11.9,0.9338,0.9332,61,0,2857
1789627293.314,6.92,41.2,0.9294,0.9308,63,88,2857
1789627294.316,6.92,9.4,0.9363,0.9356,61,0,2857
1789627295.318,6.93,36.9,0.9252,0.9252,66,89,2857
1789627296.319,6.93,11.1,0.9333,0.9323,64,0,2857
1789627297.321,6.93,25.5,0.9322,0.9322,60,4,2857
1789627298.323,6.93,30.7,0.9223,0.9223,71,0,2857
1789627299.326,6.93,18.7,0.9328,0.9328,60,0,2857
1789627300.328,7.73,33.5,0.913,0.913,70,11,2857
1789627301.33,7.73,18.4,0.9327,0.9337,61,0,2857
1789627302.332,7.73,18.6,0.9301,0.9293,70,11,2857
1789627303.335,7.73,11.8,0.9322,0.9329,61,0,2857
1789627304.337,7.73,19.1,0.9247,0.9237,69,31,2857
1789627305.34,7.43,16.7,0.9287,0.9297,61,0,2857
1789627306.342,7.43,32.5,0.9133,0.9133,70,0,2857
1789627307.344,7.43,21.0,0.9272,0.9272,61,0,2857
1789627308.345,7.43,18.1,0.9265,0.9265,71,0,2857
1789627309.348,7.43,19.9,0.9338,0.9328,61,0,2857
1789627310.35,7.40,39.3,0.9211,0.9211,71,89,2857
1789627311.352,7.40,12.6,0.9359,0.9359,61,0,2857
1789627312.354,7.40,44.2,0.915,0.915,70,89,2857
1789627313.356,7.40,9.4,0.9292,0.9302,62,0,2857
1789627314.359,7.40,35.4,0.9167,0.9167,61,89,2857
1789627315.361,7.05,22.2,0.9343,0.9333,64,0,2857
1789627316.363,7.05,27.2,0.9269,0.9279,61,39,2857
1789627317.365,7.05,22.4,0.9362,0.9352,63,0,2857
1789627318.367,7.05,28.5,0.9229,0.9239,61,52,2857
1789627319.369,7.05,17.1,0.9283,0.9273,71,0,2857
1789627320.372,6.72,19.5,0.9228,0.9238,61,0,2857
1789627321.374,6.72,12.6,0.9301,0.9291,65,0,2857
1789627322.376,6.72,25.5,0.9218,0.9218,61,13,2857
1789627323.379,6.72,31.2,0.9156,0.9156,72,0,2857
1789627324.381,6.72,17.1,0.928,0.928,61,0,2857
1789627325.383,7.23,32.4,0.9221,0.9221,70,88,2857
1789627326.386,7.23,9.5,0.9353,0.9359,62,0,2857
1789627327.388,7.23,41.4,0.9308,0.9312,63,89,2857
1789627328.39,7.23,10.3,0.9331,0.9321,62,0,2857
1789627329.392,7.23,40.4,0.9175,0.9177,66,89,2857
1789627330.394,6.81,16.1,0.9316,0.9314,63,0,2857
1789627331.396,6.81,29.0,0.9199,0.9199,61,63,2857
1789627332.398,6.81,8.8,0.9292,0.9302,64,0,2857
1789627333.4,6.81,21.3,0.9242,0.9232,66,0,2857
1789627334.403,6.81,11.2,0.9392,0.9401,62,0,2857
1789627335.405,6.66,28.8,0.9231,0.9221,70,37,2857
1789627336.406,6.66,30.6,0.9164,0.9174,63,0,2857
1789627337.409,6.66,20.4,0.927,0.927,61,0,2857
1789627338.411,6.66,33.8,0.9132,0.9122,63,20,2857
1789627339.413,6.66,13.9,0.9351,0.9351,61,0,2857
1789627340.415,6.61,26.5,0.9273,0.9273,66,33,2857
1789627341.416,6.61,11.1,0.9363,0.9373,62,0,2857
1789627342.418,6.61,29.0,0.9312,0.9302,71,88,2857
1789627343.42,6.61,9.4,0.9373,0.9374,62,0,2857
1789627344.422,6.61,28.3,0.929,0.93,70,90,2857
1789627345.424,6.40,28.2,0.9382,0.9382,62,0,2857
1789627346.428,6.40,22.0,0.9311,0.9311,61,10,2857
1789627347.43,6.40,38.8,0.93,0.93,67,42,2857
1789627348.432,6.40,13.2,0.9382,0.9372,62,0,2857
1789627349.434,6.40,33.5,0.9224,0.9224,72,89,2857
1789627350.435,6.37,10.7,0.9393,0.9403,62,0,2857
1789627351.439,6.37,39.7,0.9121,0.9111,71,89,2857
1789627352.441,6.37,9.6,0.9353,0.9363,62,0,2857
1789627353.444,6.37,38.1,0.9131,0.9121,72,88,2857
1789627354.446,6.37,21.1,0.9263,0.9263,63,0,2857
1789627355.448,6.18,29.9,0.9179,0.9189,71,90,2857
1789627356.45,6.18,10.3,0.9353,0.9343,63,0,2857
1789627357.452,6.18,22.3,0.9328,0.9328,62,0,2857
1789627358.454,6.18,37.2,0.934,0.935,67,39,2857
1789627359.457,6.18,13.7,0.933,0.933,62,0,2857
1789627360.459,6.00,22.7,0.9311,0.9301,66,27,2857
1789627361.461,6.00,16.3,0.9342,0.9352,62,0,2857
1789627362.463,6.00,20.0,0.9322,0.9312,64,0,2857
1789627363.465,6.00,18.1,0.9327,0.9336,62,0,2857
1789627364.468,6.00,40.4,0.928,0.928,72,89,2857
1789627365.469,5.76,10.4,0.9354,0.9344,62,0,2857
1789627366.472,5.76,43.2,0.912,0.913,71,88,2857
1789627367.474,5.76,13.5,0.9311,0.9301,63,0,2857
1789627368.476,5.76,37.2,0.9137,0.9147,71,89,2857
1789627369.478,5.76,12.2,0.9313,0.9313,62,0,2857
1789627370.481,6.50,35.9,0.9267,0.9267,71,89,2857
1789627371.483,6.50,22.5,0.9239,0.9233,63,0,2857
1789627372.486,6.50,28.3,0.922,0.9226,69,63,2857
1789627373.488,6.50,19.2,0.9264,0.9254,65,0,2857
1789627374.49,6.50,21.8,0.927,0.9278,62,0,2857
1789627375.492,6.14,13.6,0.9313,0.9306,63,0,2857
1789627376.494,6.14,24.8,0.9221,0.9231,62,87,2857
1789627377.496,6.14,24.3,0.9183,0.9173,63,0,2857
1789627378.498,6.14,27.4,0.9214,0.9214,67,89,2857
1789627379.5,6.14,23.7,0.919,0.9198,63,0,2857
1789627380.502,7.09,28.1,0.9189,0.9184,69,88,2857
1789627381.505,7.09,28.3,0.9148,0.9146,64,0,2857
1789627382.507,7.09,20.3,0.928,0.929,62,40,2857
1789627383.51,7.09,30.0,0.9319,0.9319,64,0,2857
1789627384.512,7.09,22.9,0.9251,0.9251,62,71,2857
1789627385.514,7.56,27.1,0.9171,0.9171,63,0,2857
1789627386.516,7.56,25.5,0.923,0.923,62,90,2857
1789627387.518,7.56,36.2,0.9267,0.9267,67,0,2857
1789627388.52,7.56,9.2,0.9353,0.9343,62,0,2857
1789627389.522,7.56,9.8,0.9336,0.9346,61,0,2857
1789627390.524,7.36,13.3,0.9308,0.9308,61,0,685
1789627391.526,7.36,13.3,0.9302,0.9292,60,3,685
1789627392.528,7.36,26.7,0.9022,0.9022,60,2,1253
1789627393.53,7.36,14.3,0.9313,0.9323,60,18,1255
1789627394.533,7.36,20.8,0.9235,0.9226,60,0,1255
1789627395.535,7.01,19.2,0.9282,0.9282,60,0,1255
1789627396.537,7.01,27.0,0.9231,0.9239,60,33,1255
1789627397.539,7.01,31.2,0.9201,0.9203,60,0,1255
1789627398.541,7.01,20.5,0.9345,0.9345,60,0,1255
1789627399.543,7.01,14.9,0.934,0.934,59,46,1255
1789627400.545,6.61,11.2,0.9413,0.9403,60,0,1255
1789627401.548,6.61,28.3,0.9212,0.9232,60,0,1255
1789627402.55,6.61,42.7,0.9114,0.9104,59,28,1255
1789627403.552,6.61,17.7,0.9282,0.9272,62,0,1255
1789627404.554,6.61,29.6,0.9172,0.9182,60,0,1255
1789627405.556,7.36,26.9,0.9365,0.9365,62,0,1255
1789627406.559,7.36,40.0,0.9204,0.9194,59,0,1255
1789627407.56,7.36,29.8,0.9183,0.9183,61,0,1255
1789627408.563,7.36,25.4,0.9337,0.9347,59,0,1255
1789627409.565,7.36,18.3,0.935,0.935,59,20,1255
1789627410.568,7.81,34.7,0.9148,0.9138,59,0,1255
1789627411.57,7.81,35.9,0.9131,0.9141,59,38,1255
1789627412.572,7.81,34.6,0.9167,0.9167,59,0,1255
1789627413.576,7.81,31.2,0.9269,0.9269,59,0,1255
1789627414.578,7.81,31.2,0.9173,0.9173,59,16,1255
1789627415.58,8.63,31.8,0.9363,0.9353,59,0,1255
1789627416.581,8.63,26.3,0.9235,0.9235,59,22,1255
1789627417.584,8.63,39.0,0.9178,0.9188,59,37,1255
1789627418.586,8.63,30.3,0.9282,0.9279,58,0,1255
1789627419.588,8.63,30.6,0.9193,0.9185,59,44,1255
1789627420.59,8.42,26.6,0.936,0.936,61,0,1255
1789627421.593,8.42,37.5,0.9092,0.91,60,2,1255
1789627422.595,8.42,34.8,0.9172,0.9174,59,0,1255
1789627423.597,8.42,22.3,0.9333,0.9333,59,2,1255
1789627424.599,8.42,18.5,0.9383,0.9373,58,0,1255
1789627425.601,8.14,27.9,0.9184,0.9184,58,0,1255
1789627426.603,8.14,17.5,0.9301,0.9301,59,0,1255
1789627427.605,8.14,9.4,0.9343,0.9343,58,0,1255
1789627428.607,8.14,12.8,0.9328,0.9338,58,15,1255
1789627429.609,8.14,9.0,0.9353,0.9353,58,0,1255
1789627430.611,7.73,27.0,0.9229,0.9221,58,0,1255
1789627431.613,7.73,21.8,0.9225,0.9232,59,0,1255
1789627432.615,7.73,38.0,0.9103,0.9103,58,5,1255
1789627433.619,7.73,20.6,0.9282,0.9282,59,0,1255
1789627434.621,7.73,20.3,0.927,0.926,58,0,1255
1789627435.623,7.35,14.8,0.9313,0.9323,58,25,1255
1789627436.625,7.35,10.2,0.9353,0.9343,58,0,1255
1789627437.627,7.35,11.1,0.9363,0.9371,58,0,1255
1789627438.629,7.35,12.1,0.9333,0.9335,57,0,685
1789627439.631,7.35,13.3,0.9303,0.9303,57,5,685
1789627440.633,7.32,13.7,0.9196,0.9186,57,12,2613
1789627441.635,7.32,31.2,0.9233,0.9233,60,89,2863
1789627442.638,7.32,44.5,0.9138,0.9148,69,67,2863
1789627443.64,7.32,21.2,0.9231,0.9223,60,26,2863
1789627444.642,7.32,41.9,0.9139,0.9147,69,89,2863
1789627445.644,6.90,17.4,0.9263,0.9263,61,0,2863
1789627446.647,6.90,38.0,0.9148,0.9148,68,89,2863
1789627447.649,6.90,19.6,0.9268,0.9258,70,0,2863
1789627448.651,6.90,9.7,0.9322,0.9322,60,0,2863
1789627449.654,6.90,40.4,0.9181,0.9185,69,86,2863
1789627450.656,6.75,20.8,0.9285,0.9281,71,0,2863
1789627451.658,6.75,30.5,0.9268,0.9268,69,88,2863
1789627452.661,6.75,45.2,0.9011,0.9021,70,61,2863
1789627453.663,6.75,20.1,0.9256,0.9256,61,26,2863
1789627454.666,6.75,42.9,0.9169,0.9169,70,88,2863
1789627455.668,6.44,22.2,0.935,0.935,61,0,2863
1789627456.67,6.44,40.1,0.9181,0.9171,71,88,2863
1789627457.672,6.44,27.3,0.9175,0.9175,63,0,2863
1789627458.674,6.44,36.9,0.9207,0.9207,70,89,2863
1789627459.676,6.44,26.2,0.9192,0.9202,62,0,2863
1789627460.679,6.41,39.3,0.9168,0.9168,70,89,2863
1789627461.681,6.41,34.0,0.9211,0.9201,66,0,2863
1789627462.683,6.41,31.3,0.9231,0.9241,71,89,2863
1789627463.685,6.41,19.5,0.9283,0.9273,62,0,2863
1789627464.687,6.41,8.8,0.9372,0.9372,61,0,2863
1789627465.689,6.30,39.4,0.9211,0.9211,71,89,2863
1789627466.691,6.30,30.6,0.9194,0.9204,62,0,2863
1789627467.694,6.30,27.5,0.9293,0.9293,71,89,2863
1789627468.696,6.30,44.1,0.9232,0.9232,64,74,2863
1789627469.698,6.30,21.0,0.935,0.935,70,10,2863
1789627470.701,6.35,40.7,0.9198,0.9198,71,88,2863
1789627471.704,6.35,23.5,0.9268,0.926,62,0,2863
1789627472.707,6.35,40.9,0.9252,0.925,73,86,2863
1789627473.709,6.35,17.0,0.9322,0.9332,63,0,2863
1789627474.712,6.35,32.1,0.9344,0.9344,72,87,2863
1789627475.714,7.21,28.4,0.9262,0.9252,63,0,2863
1789627476.716,7.21,37.3,0.913,0.914,72,86,2863
1789627477.718,7.21,10.9,0.9342,0.9332,63,0,2863
1789627478.72,7.21,39.7,0.9221,0.9221,73,86,2863
1789627479.722,7.21,10.8,0.9363,0.9363,62,0,2863
1789627480.724,7.11,37.4,0.9293,0.9293,73,87,2863
1789627481.726,7.11,9.8,0.9353,0.9363,62,0,2863
1789627482.729,7.11,36.6,0.9313,0.9313,73,87,2863
1789627483.731,7.11,30.9,0.9244,0.9244,63,0,2863
1789627484.732,7.11,9.9,0.9364,0.9364,62,0,2863
1789627485.735,6.94,34.1,0.9219,0.9209,71,88,2863
1789627486.737,6.94,14.0,0.9302,0.9306,63,0,2863
1789627487.739,6.94,36.5,0.924,0.9246,72,88,2863
1789627488.741,6.94,18.6,0.932,0.9313,63,0,2863
1789627489.743,6.94,33.0,0.9258,0.9265,72,88,2863
1789627490.746,6.70,25.0,0.928,0.928,64,0,2863
1789627491.749,6.70,26.6,0.9244,0.9244,71,89,2863
1789627492.751,6.70,43.0,0.915,0.915,66,10,2863
1789627493.753,6.70,17.1,0.9291,0.9281,63,13,2863
1789627494.755,6.70,42.1,0.9112,0.9122,65,0,2863
1789627495.757,6.41,23.8,0.9231,0.9231,71,91,2863
1789627496.759,6.41,28.2,0.9244,0.9244,66,1,2863
1789627497.761,6.41,23.4,0.9352,0.9342,71,88,2863
1789627498.763,6.41,37.6,0.9181,0.9181,73,88,2863
1789627499.766,6.41,12.0,0.9327,0.9337,63,0,2863
1789627500.767,6.21,38.0,0.9204,0.9194,74,86,2863
1789627501.769,6.21,9.3,0.9344,0.9354,63,0,2863
1789627502.772,6.21,18.9,0.9359,0.9359,63,24,2863
1789627503.774,6.21,39.5,0.9091,0.9091,73,88,2863
1789627504.775,6.21,25.4,0.9164,0.9154,64,0,2863
1789627505.778,6.44,39.0,0.922,0.922,73,86,2863
1789627506.779,6.44,9.0,0.9303,0.9313,64,0,2863
1789627507.782,6.44,17.3,0.934,0.933,63,8,2863
1789627508.785,6.44,39.0,0.9212,0.9222,73,89,2863
1789627509.787,6.44,24.9,0.9189,0.9189,64,0,2863
1789627510.79,7.04,38.6,0.9165,0.9158,74,86,2863
1789627511.792,7.04,30.0,0.9144,0.9141,64,0,2863
1789627512.794,7.04,34.0,0.914,0.914,74,89,2863
1789627513.796,7.04,31.7,0.9147,0.9149,64,0,2863
1789627514.798,7.04,8.6,0.9366,0.9364,63,0,2863
1789627515.8,7.60,38.5,0.9092,0.9102,73,87,2863
1789627516.802,7.60,17.9,0.9283,0.9273,64,0,2863
1789627517.804,7.60,9.1,0.9357,0.9363,63,0,2863
1789627518.806,7.60,33.0,0.9167,0.9161,72,88,2863
1789627519.808,7.60,24.3,0.9223,0.9223,65,0,2863
1789627520.81,7.39,25.9,0.9241,0.9251,72,87,2863
1789627521.812,7.39,35.1,0.9109,0.9109,73,89,2863
1789627522.814,7.39,10.6,0.9393,0.9387,64,0,2863
1789627523.817,7.39,40.4,0.9139,0.9135,73,86,2863
1789627524.819,7.39,35.8,0.9243,0.9253,65,0,2863
1789627525.821,7.20,29.0,0.9189,0.9185,73,88,2863
1789627526.824,7.20,44.0,0.9062,0.9066,73,87,2863
1789627527.826,7.20,13.0,0.9339,0.9339,64,0,2863
1789627528.828,7.20,26.5,0.9271,0.9261,70,89,2863
1789627529.831,7.20,43.2,0.9176,0.9186,74,88,2863
1789627530.833,6.86,21.4,0.937,0.937,64,0,2863
1789627531.836,6.86,39.5,0.922,0.922,73,88,2863
1789627532.837,6.86,11.9,0.9342,0.9339,64,0,2863
1789627533.84,6.86,39.7,0.9131,0.9133,73,88,2863
1789627534.842,6.86,30.5,0.9182,0.9182,65,0,2863
1789627535.844,6.55,34.6,0.9139,0.9139,73,87,2863
1789627536.846,6.55,27.3,0.9193,0.9193,64,0,2863
1789627537.848,6.55,8.1,0.9383,0.9373,63,0,2863
