wall,loadavg_1m,cpu_busy_pct,rt_ratio_dl,rt_ratio_ul,gpu_temp_c,gpu_util_pct,gpu_mem_mib
1789623769.315,7.93,39.7,0.9218,0.9228,64,0,1913
1789623770.319,7.93,30.4,0.9238,0.9246,64,17,1913
1789623771.322,7.93,41.3,0.907,0.9056,65,0,1913
1789623772.325,8.50,29.5,0.919,0.9186,64,0,1913
1789623773.327,8.50,26.6,0.9247,0.9247,70,31,1913
1789623774.33,8.50,39.1,0.9248,0.9248,64,0,1913
1789623775.332,8.50,29.0,0.9173,0.9173,64,1,1913
1789623776.334,8.50,31.5,0.9172,0.9172,70,30,1913
1789623777.336,9.34,27.0,0.9279,0.9289,64,0,1913
1789623778.338,9.34,26.5,0.934,0.933,64,0,1913
1789623779.34,9.34,37.2,0.9271,0.9271,68,45,1913
1789623780.344,9.34,39.7,0.9113,0.9123,64,0,1913
1789623781.346,9.34,31.1,0.9192,0.9192,64,0,1913
1789623782.348,8.99,36.3,0.9162,0.9162,67,79,1913
1789623783.353,8.99,25.3,0.928,0.928,71,17,1913
1789623784.355,8.99,21.5,0.9333,0.9323,65,0,1913
1789623785.357,8.99,10.9,0.9361,0.9371,63,0,1913
1789623786.359,8.99,16.8,0.9327,0.9317,62,0,1913
1789623787.361,8.99,22.1,0.9263,0.9263,63,0,1913
1789623788.364,8.99,27.2,0.9227,0.9229,63,51,1913
1789623789.365,8.99,27.6,0.9226,0.9224,63,0,1913
1789623790.369,8.99,27.6,0.9223,0.9233,63,0,1913
1789623791.373,8.99,22.1,0.9268,0.9258,64,0,1913
1789623792.375,8.59,19.6,0.9292,0.9302,64,0,1913
1789623793.377,8.59,27.3,0.9251,0.9241,63,0,1913
1789623794.379,8.59,26.6,0.9211,0.9221,62,51,1913
1789623795.381,8.59,27.1,0.9242,0.9232,63,0,1913
1789623796.383,8.59,24.3,0.9251,0.9251,63,0,1913
1789623797.386,8.31,17.7,0.9268,0.9278,63,0,1913
1789623798.388,8.31,22.7,0.9193,0.9193,64,0,1913
1789623799.39,8.31,26.9,0.9157,0.9153,62,17,1913
1789623800.392,8.31,26.6,0.9184,0.9178,61,32,1913
1789623801.395,8.31,26.3,0.9268,0.9268,61,0,1913
1789623802.397,7.96,17.9,0.927,0.927,61,0,1913
1789623803.399,7.96,26.0,0.92,0.92,67,0,1913
1789623804.401,7.96,25.6,0.92,0.92,62,11,1913
1789623805.404,7.96,26.8,0.934,0.935,62,27,1913
1789623806.406,7.96,27.0,0.9312,0.931,62,0,1913
1789623807.408,7.48,17.8,0.929,0.9293,62,0,1913
1789623808.41,7.48,19.5,0.928,0.9277,63,0,1913
1789623809.412,7.48,11.9,0.9323,0.9325,69,0,1913
1789623810.414,7.48,28.1,0.9402,0.9402,62,51,1913
1789623811.416,7.48,28.0,0.9332,0.9322,62,0,1913
1789623812.42,7.12,24.5,0.9294,0.9294,62,0,1913
1789623813.422,7.12,16.0,0.9281,0.9281,62,0,1913
1789623814.424,7.12,21.7,0.9302,0.9302,63,0,1913
1789623815.426,7.12,13.0,0.9313,0.9313,62,31,1913
1789623816.428,7.12,26.3,0.9251,0.9261,61,15,1913
1789623817.43,6.87,26.7,0.925,0.924,61,0,1913
1789623818.433,6.87,17.5,0.9277,0.9287,61,0,1913
1789623819.434,6.87,18.2,0.9284,0.9284,62,0,1913
1789623820.436,6.87,26.8,0.9343,0.9333,67,0,1913
1789623821.438,6.87,27.8,0.9301,0.9311,61,51,1913
1789623822.441,7.76,28.8,0.915,0.915,61,0,1913
1789623823.444,7.76,14.3,0.9312,0.9312,62,0,1913
1789623824.445,7.76,22.2,0.9284,0.9274,61,0,1913
1789623825.447,7.76,28.8,0.9222,0.9232,60,57,1913
1789623826.449,7.76,27.6,0.9223,0.9213,61,6,1913
1789623827.452,7.54,27.6,0.9211,0.923,61,0,1913
1789623828.455,7.54,21.6,0.9285,0.9265,63,0,1913
1789623829.457,7.54,18.9,0.9223,0.9227,63,0,1913
1789623830.459,7.54,28.3,0.9153,0.9149,60,48,1913
1789623831.461,7.54,26.8,0.9151,0.9151,61,12,1913
1789623832.464,7.34,26.7,0.9162,0.9172,61,0,1913
1789623833.467,7.34,22.4,0.9202,0.9199,61,0,1913
1789623834.469,7.34,16.5,0.9262,0.9254,62,0,1913
1789623835.472,7.34,25.1,0.9219,0.9225,68,0,1913
1789623836.474,7.34,26.7,0.9179,0.9173,61,51,1913
1789623837.476,7.15,32.9,0.9174,0.918,61,0,1913
1789623838.48,7.15,23.8,0.9241,0.9245,62,0,1913
1789623839.482,7.15,16.4,0.9281,0.9281,62,0,1913
1789623840.484,7.15,26.1,0.9241,0.9234,65,0,1913
1789623841.486,7.15,27.5,0.9214,0.9211,61,51,1913
1789623842.488,7.70,26.7,0.9202,0.9202,61,0,1913
1789623843.491,7.70,19.2,0.9289,0.9295,61,0,1913
1789623844.493,7.70,20.4,0.9275,0.9279,63,0,1913
1789623845.495,7.70,25.6,0.9322,0.9312,66,4,1913
1789623846.497,7.70,27.0,0.9242,0.9251,61,38,1913
1789623847.499,8.29,28.1,0.923,0.922,60,23,1913
1789623848.501,8.29,25.1,0.9243,0.9243,60,0,1913
1789623849.503,8.29,15.7,0.9312,0.9312,60,0,1913
1789623850.505,8.29,8.8,0.9364,0.9374,65,0,1913
1789623851.507,8.29,25.8,0.9247,0.9237,60,0,1913
1789623852.509,7.78,9.5,0.9362,0.9372,61,0,1913
1789623853.511,7.78,10.9,0.9342,0.9339,60,0,1913
1789623854.512,7.78,8.4,0.9364,0.9357,59,0,1913
1789623855.514,7.78,12.8,0.9304,0.9314,59,0,685
1789623856.516,7.78,13.6,0.9221,0.9221,59,4,769
1789623857.519,7.64,14.5,0.9185,0.9185,59,29,2613
1789623858.522,7.64,34.0,0.905,0.905,59,16,2857
1789623859.525,7.64,22.3,0.9277,0.9277,68,0,2857
1789623860.527,7.64,37.5,0.9171,0.9161,69,77,2857
1789623861.529,7.64,40.4,0.921,0.921,61,85,2857
1789623862.532,7.43,40.3,0.909,0.91,71,87,2857
1789623863.534,7.43,33.2,0.9118,0.9118,70,76,2857
1789623864.537,7.43,36.4,0.9175,0.9182,62,0,2857
1789623865.541,7.43,22.6,0.927,0.9263,66,80,2857
1789623866.543,7.43,39.2,0.918,0.917,72,89,2857
1789623867.546,7.39,38.2,0.9226,0.9226,71,88,2857
1789623868.548,7.39,20.6,0.9241,0.9251,62,0,2857
1789623869.552,7.39,21.5,0.9238,0.9238,61,0,2857
1789623870.554,7.39,37.2,0.911,0.91,63,0,2857
1789623871.556,7.39,37.4,0.9371,0.9381,64,12,2857
1789623872.558,7.28,43.7,0.9151,0.9141,72,88,2857
1789623873.562,7.28,31.4,0.9218,0.9228,71,65,2857
1789623874.564,7.28,22.7,0.9242,0.9232,65,38,2857
1789623875.566,7.28,38.7,0.912,0.912,73,88,2857
1789623876.568,7.28,30.0,0.9174,0.9184,72,88,2857
1789623877.57,7.26,26.8,0.9291,0.9289,71,48,2857
1789623878.572,7.26,29.1,0.9208,0.9221,67,0,2857
1789623879.575,7.26,24.2,0.9238,0.9226,65,29,2857
1789623880.577,7.26,37.2,0.921,0.9203,68,88,2857
1789623881.579,7.26,40.2,0.916,0.9167,73,90,2857
1789623882.581,7.08,9.1,0.9403,0.9405,63,0,2857
1789623883.584,7.08,40.3,0.9313,0.9303,72,89,2857
1789623884.586,7.08,32.5,0.9309,0.9319,70,20,2857
1789623885.589,7.08,35.8,0.9211,0.9201,64,0,2857
1789623886.597,7.08,36.8,0.911,0.911,66,48,2857
1789623887.599,6.91,21.4,0.9314,0.9314,66,47,2857
1789623888.601,6.91,44.0,0.92,0.921,73,88,2857
1789623889.603,6.91,31.7,0.9296,0.9292,71,25,2857
1789623890.605,6.91,23.8,0.9238,0.9232,64,0,2857
1789623891.608,6.91,22.9,0.9284,0.9284,71,10,2857
1789623892.61,7.40,37.2,0.9191,0.9201,74,84,2857
1789623893.612,7.40,30.2,0.9274,0.9264,72,88,2857
1789623894.614,7.40,29.5,0.9182,0.9192,68,85,2857
1789623895.617,7.40,22.6,0.9225,0.9225,65,0,2857
1789623896.619,7.40,22.5,0.9232,0.9222,74,36,2857
1789623897.622,7.13,44.4,0.9192,0.9202,74,89,2857
1789623898.624,7.13,30.2,0.9231,0.9231,71,88,2857
1789623899.626,7.13,24.1,0.9282,0.9282,65,0,2857
1789623900.628,7.13,24.0,0.929,0.929,66,0,2857
1789623901.632,7.13,23.0,0.929,0.9294,67,0,2857
1789623902.634,7.20,30.0,0.929,0.9286,74,88,2857
1789623903.637,7.20,33.9,0.9261,0.9261,72,89,2857
1789623904.639,7.20,22.0,0.9283,0.9273,65,0,2857
1789623905.641,7.20,21.9,0.9251,0.9251,64,0,2857
1789623906.643,7.20,23.0,0.925,0.926,65,0,2857
1789623907.645,8.06,37.9,0.9233,0.9223,72,12,2857
1789623908.647,8.06,25.4,0.9242,0.9242,74,89,2857
1789623909.65,8.06,39.8,0.9087,0.9087,73,89,2857
1789623910.652,8.06,33.6,0.9141,0.9151,65,44,2857
1789623911.654,8.06,37.2,0.9158,0.9158,68,0,2857
1789623912.656,8.70,37.8,0.9281,0.9271,74,31,2857
1789623913.659,8.70,42.8,0.929,0.93,74,89,2857
1789623914.661,8.70,9.2,0.9382,0.9382,65,0,2857
1789623915.663,8.70,33.1,0.9298,0.9288,72,89,2857
1789623916.666,8.70,37.4,0.9158,0.9167,65,0,2857
1789623917.668,8.48,36.3,0.9191,0.9191,66,0,2857
1789623918.67,8.48,36.7,0.9157,0.9157,74,63,2857
1789623919.672,8.48,39.1,0.9144,0.9134,74,89,2857
1789623920.674,8.48,30.6,0.9251,0.9261,73,88,2857
1789623921.676,8.48,29.3,0.9233,0.9223,65,54,2857
1789623922.678,7.96,23.0,0.9313,0.9313,66,0,2857
1789623923.68,7.96,15.8,0.9341,0.9351,65,0,2857
1789623924.682,7.96,39.6,0.9179,0.9169,74,88,2857
1789623925.684,7.96,7.7,0.9373,0.9373,64,0,2857
1789623926.688,7.96,39.6,0.913,0.914,71,89,2857
1789623927.69,7.48,34.8,0.9166,0.9166,65,46,2857
1789623928.703,7.48,34.8,0.9151,0.9141,65,1,2857
1789623929.705,7.48,22.4,0.9213,0.9214,65,0,2857
1789623930.707,7.48,10.5,0.9301,0.9311,64,0,2857
1789623931.709,7.48,12.3,0.9303,0.9303,63,0,2857
1789623932.711,7.04,10.5,0.9314,0.9314,62,0,2847
1789623933.713,7.04,13.1,0.9251,0.9241,62,4,685
1789623934.715,7.04,13.1,0.9251,0.9261,62,5,777
1789623935.718,7.04,25.1,0.9299,0.9299,62,5,1907
1789623936.72,7.04,33.0,0.9249,0.9249,70,16,1907
1789623937.723,6.72,42.1,0.9321,0.9321,63,0,1907
1789623938.725,6.72,28.5,0.9202,0.9202,64,51,1907
1789623939.727,6.72,9.5,0.9362,0.9362,63,0,1907
1789623940.73,6.72,22.2,0.9265,0.9261,62,0,1907
1789623941.733,6.72,14.3,0.9335,0.9329,62,0,1907
1789623942.735,6.42,8.8,0.9382,0.9382,62,0,1907
1789623943.737,6.42,39.3,0.9188,0.9198,62,0,1907
1789623944.74,6.42,29.7,0.9376,0.9376,62,0,1907
1789623945.741,6.42,11.7,0.9384,0.9384,62,0,1907
1789623946.743,6.42,27.3,0.9361,0.9361,62,29,1907
1789623947.745,6.39,8.7,0.9374,0.9364,61,0,1907
1789623948.747,6.39,9.2,0.9363,0.9373,61,0,1907
1789623949.749,6.39,8.9,0.9393,0.9393,61,0,1907
1789623950.752,6.39,25.8,0.9271,0.9271,60,8,1907
1789623951.754,6.39,27.5,0.9234,0.9234,61,28,1907
1789623952.756,6.44,9.0,0.9404,0.9394,61,0,1907
1789623953.757,6.44,8.8,0.9395,0.9405,60,0,1907
1789623954.759,6.44,30.1,0.9201,0.9201,63,0,1907
1789623955.761,6.44,22.4,0.9353,0.9347,61,0,1907
1789623956.763,6.44,27.3,0.926,0.9258,60,30,1907
1789623957.765,6.00,8.9,0.9386,0.9384,60,0,1907
1789623958.767,6.00,8.4,0.931,0.931,60,0,1907
1789623959.769,6.00,8.2,0.9292,0.9292,60,0,1907
1789623960.771,6.00,8.4,0.9292,0.9292,60,0,1907
1789623961.773,6.00,8.5,0.9301,0.9311,60,0,1907
1789623962.775,6.08,8.7,0.9323,0.9323,59,0,1907
1789623963.777,6.08,27.1,0.9193,0.9183,61,0,1907
1789623964.779,6.08,13.8,0.9311,0.9321,60,0,1907
1789623965.782,6.08,10.4,0.9349,0.9339,61,0,1907
1789623966.783,6.08,25.7,0.9213,0.9223,62,0,1907
1789623967.785,5.83,9.1,0.9363,0.9353,60,0,1907
1789623968.787,5.83,10.4,0.9353,0.9363,59,0,1907
1789623969.789,5.83,32.4,0.9209,0.9207,61,0,1907
1789623970.792,5.83,39.0,0.9156,0.9148,61,10,1907
1789623971.794,5.83,27.5,0.9244,0.9254,61,6,1907
1789623972.796,5.53,25.1,0.9294,0.9288,60,51,1907
1789623973.799,5.53,25.6,0.9222,0.9228,60,0,1907
1789623974.801,5.53,28.9,0.9244,0.9244,61,39,1907
1789623975.804,5.53,39.1,0.9112,0.9102,63,0,1907
1789623976.806,5.53,13.6,0.9321,0.9331,61,0,1907
1789623977.808,5.57,27.6,0.9262,0.9252,59,8,1907
1789623978.81,5.57,10.4,0.9374,0.9384,60,0,1907
1789623979.812,5.57,29.0,0.9219,0.9213,60,30,1907
1789623980.814,5.57,25.5,0.9373,0.9369,61,0,1907
1789623981.816,5.57,27.5,0.9291,0.9301,60,15,1907
1789623982.818,5.36,8.1,0.9382,0.9372,60,0,1907
1789623983.82,5.36,8.3,0.9394,0.9404,59,0,1907
1789623984.821,5.36,8.2,0.9393,0.9393,59,0,1907
1789623985.824,5.36,7.9,0.9391,0.9391,59,0,1907
1789623986.825,5.36,8.8,0.9391,0.9384,58,0,1907
1789623987.827,5.33,9.2,0.9376,0.9384,58,0,1907
1789623988.829,5.33,26.9,0.9252,0.9242,58,39,1907
1789623989.831,5.33,8.3,0.9385,0.9395,58,0,1907
1789623990.833,5.33,27.7,0.9202,0.9202,58,0,1907
1789623991.836,5.33,36.9,0.9084,0.9084,64,0,1907
1789623992.838,5.06,18.7,0.9222,0.9222,60,0,1907
1789623993.841,5.06,23.6,0.9211,0.9201,59,5,1907
1789623994.843,5.06,30.8,0.917,0.917,63,38,1907
1789623995.845,5.06,8.2,0.9302,0.9312,59,0,1907
1789623996.847,5.06,8.1,0.9342,0.9342,58,0,1907
1789623997.849,4.90,16.5,0.9309,0.9299,58,0,1907
1789623998.852,4.90,29.9,0.9313,0.9323,58,0,1907
1789623999.855,4.90,18.3,0.9263,0.9263,59,0,1907
1789624000.857,4.90,26.3,0.9242,0.9242,59,0,1907
1789624001.86,4.90,22.3,0.9363,0.9357,58,0,1907
1789624002.862,4.75,33.1,0.9231,0.9227,61,30,1907
1789624003.864,4.75,27.3,0.9203,0.9213,60,0,1907
1789624004.866,4.75,9.5,0.9385,0.9375,58,0,1907
1789624005.868,4.75,8.6,0.9383,0.9383,58,0,1907
1789624006.87,4.75,8.0,0.9384,0.9394,58,0,1907
1789624007.871,4.61,8.4,0.9395,0.9385,58,0,1907
1789624008.873,4.61,8.3,0.9385,0.9385,58,0,1907
1789624009.875,4.61,7.5,0.9393,0.9397,58,0,1907
1789624010.877,4.61,26.3,0.9259,0.9265,57,17,1907
1789624011.879,4.61,8.2,0.9403,0.9403,58,0,1907
1789624012.881,4.24,14.8,0.9395,0.9385,59,34,1907
1789624013.883,4.24,27.2,0.9263,0.9263,58,17,1907
1789624014.885,4.24,27.8,0.9352,0.9362,59,0,1907
1789624015.888,4.24,27.1,0.9241,0.9241,59,0,1907
1789624016.89,4.24,25.4,0.9279,0.9279,59,0,1907
1789624017.892,4.22,13.3,0.9357,0.935,59,0,1907
1789624018.894,4.22,9.2,0.9382,0.9384,59,0,1907
1789624019.896,4.22,9.7,0.9404,0.94,59,0,1907
1789624020.898,4.22,15.3,0.9384,0.9384,57,0,1907
1789624021.9,4.22,8.9,0.9363,0.9373,59,0,1907
1789624022.902,4.28,8.9,0.9403,0.9403,58,0,1907
1789624023.904,4.28,27.1,0.93,0.93,59,56,1907
1789624024.906,4.28,27.2,0.9143,0.9143,59,21,1907
1789624025.908,4.28,9.1,0.9293,0.9293,58,0,1907
1789624026.91,4.28,8.4,0.9343,0.9333,57,0,1907
1789624027.912,4.10,10.6,0.9292,0.9292,57,0,1907
1789624028.913,4.10,12.9,0.9264,0.9274,57,1,685
1789624029.915,4.10,13.5,0.9262,0.9252,57,3,717
1789624030.917,4.10,33.5,0.9203,0.9213,57,0,1257
1789624031.92,4.10,32.8,0.9161,0.9171,59,0,1257
1789624032.922,4.89,26.3,0.927,0.926,59,0,1259
1789624033.924,4.89,21.9,0.93,0.93,60,6,1259
1789624034.926,4.89,23.8,0.9263,0.9263,60,25,1259
1789624035.928,4.89,24.8,0.9273,0.9263,61,48,1259
1789624036.93,4.89,26.7,0.9269,0.9279,64,71,1259
1789624037.932,4.58,25.7,0.9251,0.9241,64,71,1259
1789624038.934,4.58,8.5,0.9364,0.9364,59,0,1259
1789624039.936,4.58,23.8,0.9263,0.9273,63,71,1259
1789624040.938,4.58,26.0,0.9241,0.9231,64,72,1259
1789624041.94,4.58,11.5,0.9373,0.9383,59,0,1259
1789624042.942,4.69,18.1,0.934,0.9336,59,8,1259
1789624043.946,4.69,21.5,0.9316,0.932,59,0,1259
1789624044.948,4.69,19.6,0.9333,0.9323,60,0,1259
1789624045.95,4.69,8.5,0.9393,0.9403,59,0,1259
1789624046.952,4.69,8.1,0.9408,0.9408,58,0,1259
1789624047.955,4.88,9.7,0.9375,0.9375,58,0,1259
1789624048.956,4.88,23.3,0.9254,0.9252,60,0,1259
1789624049.958,4.88,24.3,0.9253,0.9246,62,0,1259
1789624050.96,4.88,24.5,0.9233,0.9243,65,14,1259
1789624051.962,4.88,24.4,0.9295,0.9285,65,34,1259
1789624052.964,4.97,27.0,0.928,0.929,65,69,1259
1789624053.966,4.97,24.6,0.9282,0.9272,64,72,1259
1789624054.968,4.97,25.3,0.9271,0.9281,64,72,1259
1789624055.97,4.97,24.6,0.9201,0.9191,64,72,1259
1789624056.972,4.97,24.6,0.9183,0.9193,63,74,1259
1789624057.975,4.97,23.7,0.9214,0.9204,60,53,1259
1789624058.978,4.97,14.3,0.9274,0.9274,60,0,1259
1789624059.982,4.97,23.6,0.9219,0.9228,61,0,1259
1789624060.983,4.97,22.4,0.9213,0.9213,61,0,1259
1789624061.985,4.97,22.8,0.9294,0.9294,62,0,1259
1789624062.987,5.37,24.0,0.923,0.923,65,48,1259
1789624063.989,5.37,8.9,0.9352,0.9342,60,0,1259
1789624064.991,5.37,24.9,0.9222,0.9224,65,70,1259
1789624065.993,5.37,24.1,0.9225,0.9223,65,72,1259
1789624066.995,5.37,25.2,0.9242,0.9252,65,72,1259
1789624067.997,5.42,25.1,0.9263,0.926,64,71,1259
1789624068.999,5.42,25.0,0.9251,0.9253,64,73,1259
1789624070.002,5.42,23.5,0.9264,0.9264,60,56,1259
1789624071.004,5.42,21.4,0.9323,0.9313,60,28,1259
1789624072.006,5.42,24.0,0.9264,0.9273,60,16,1259
1789624073.01,5.31,23.0,0.9286,0.9286,61,0,1259
1789624074.011,5.31,16.8,0.9324,0.9324,61,0,1259
1789624075.014,5.31,15.3,0.9353,0.9356,60,0,1259
1789624076.017,5.31,23.1,0.9284,0.9282,61,0,1259
1789624077.019,5.31,22.0,0.9304,0.9304,62,0,1259
1789624078.021,5.69,21.7,0.9304,0.9294,62,0,1259
1789624079.023,5.69,24.2,0.9323,0.9333,66,68,1259
1789624080.024,5.69,26.3,0.9273,0.9273,65,72,1259
1789624081.027,5.69,24.5,0.9269,0.9259,65,73,1259
1789624082.029,5.69,24.2,0.9252,0.9262,65,73,1259
1789624083.031,5.55,24.6,0.9291,0.9281,64,70,1259
1789624084.033,5.55,23.9,0.929,0.929,61,72,1259
1789624085.036,5.55,25.6,0.9248,0.9258,61,70,1259
1789624086.038,5.55,18.4,0.9365,0.9355,61,25,1259
1789624087.04,5.55,22.5,0.9273,0.9279,61,4,1259
1789624088.045,6.55,21.8,0.9147,0.9151,62,0,1259
1789624089.047,6.55,22.4,0.919,0.919,62,0,1259
1789624090.049,6.55,21.4,0.92,0.919,63,0,1259
1789624091.051,6.55,25.1,0.9163,0.9173,66,0,1259
1789624092.053,6.55,24.6,0.9179,0.9179,66,0,1259
1789624093.055,6.42,24.5,0.9237,0.9233,66,0,1259
1789624094.058,6.42,24.1,0.9215,0.9209,66,14,1259
1789624095.06,6.42,24.9,0.92,0.921,66,35,1259
1789624096.062,6.42,11.2,0.9348,0.9338,61,0,1259
1789624097.064,6.42,11.3,0.9352,0.9362,60,0,1259
1789624098.067,6.07,31.2,0.9256,0.9256,60,0,1259
1789624099.069,6.07,26.8,0.9241,0.9231,60,23,1259
1789624100.072,6.07,29.9,0.9235,0.9245,60,0,1259
1789624101.074,6.07,28.7,0.9245,0.9241,59,37,1259
1789624102.077,6.07,27.6,0.9298,0.9295,60,0,1259
1789624103.079,6.62,39.9,0.9202,0.92,59,37,1259
1789624104.081,6.62,28.7,0.92,0.92,60,0,1259
1789624105.084,6.62,28.3,0.924,0.925,59,46,1259
1789624106.086,6.62,28.5,0.923,0.922,60,0,1259
1789624107.088,6.62,16.6,0.933,0.934,59,48,1259
1789624108.091,6.25,28.3,0.9293,0.9283,62,0,1259
1789624109.093,6.25,40.7,0.9231,0.9241,59,37,1259
1789624110.095,6.25,28.5,0.9218,0.9218,60,0,1259
1789624111.097,6.25,14.7,0.9374,0.9364,59,35,1259
1789624112.099,6.25,17.0,0.935,0.935,60,0,1259
1789624113.101,6.79,24.0,0.9282,0.9292,58,0,1259
1789624114.104,6.79,9.1,0.939,0.939,58,0,1259
1789624115.105,6.79,11.1,0.9374,0.9364,58,0,685
1789624116.107,6.79,13.4,0.9331,0.9331,58,0,777
1789624117.11,6.79,14.6,0.9319,0.9329,58,0,1713
1789624118.112,6.65,16.3,0.9339,0.9339,59,0,1907
1789624119.114,6.65,27.5,0.9253,0.9243,59,0,1907
1789624120.116,6.65,27.5,0.9238,0.9248,59,0,1907
1789624121.119,6.65,26.0,0.9163,0.9163,60,0,1907
1789624122.122,6.65,26.8,0.9196,0.9196,59,0,1907
1789624123.125,7.16,26.2,0.9166,0.9166,59,0,1907
1789624124.127,7.16,13.2,0.9311,0.9311,59,0,1907
1789624125.129,7.16,17.4,0.9278,0.927,59,0,1907
1789624126.131,7.16,29.7,0.9216,0.9223,59,19,1907
1789624127.134,7.16,30.4,0.9314,0.9308,66,51,1907
1789624128.136,7.63,32.4,0.9231,0.9227,62,38,1907
1789624129.139,7.63,31.9,0.9181,0.9191,61,0,1907
1789624130.142,7.63,26.5,0.9227,0.9227,60,0,1907
1789624131.144,7.63,10.3,0.9362,0.9352,59,0,1907
1789624132.146,7.63,25.4,0.9374,0.9384,59,9,1907
1789624133.148,7.34,27.5,0.9321,0.9311,60,0,1907
1789624134.151,7.34,27.1,0.926,0.926,60,0,1907
1789624135.153,7.34,26.8,0.9231,0.9231,60,0,1907
1789624136.155,7.34,9.2,0.9369,0.9373,58,0,1907
1789624137.157,7.34,26.8,0.9232,0.9238,58,0,1907
1789624138.159,6.99,24.8,0.9261,0.9261,59,24,1907
1789624139.161,6.99,11.9,0.9353,0.9353,58,0,1907
1789624140.163,6.99,32.4,0.9161,0.9161,59,0,1907
1789624141.165,6.99,26.6,0.9212,0.9212,59,0,1907
1789624142.167,6.99,26.9,0.9201,0.9191,59,0,1907
1789624143.169,6.67,27.7,0.9212,0.9212,59,0,1907
1789624144.171,6.67,28.5,0.887,0.888,59,0,1907
1789624145.174,6.67,29.3,0.9172,0.9162,59,0,1907
1789624146.176,6.67,27.2,0.923,0.923,59,0,1907
1789624147.178,6.67,26.6,0.923,0.923,58,0,1907
1789624148.18,6.37,27.6,0.9246,0.9249,59,0,1907
1789624149.182,6.37,25.9,0.9275,0.9283,59,0,1907
1789624150.184,6.37,8.2,0.9403,0.9393,59,0,1907
1789624151.187,6.37,24.9,0.9228,0.9238,58,0,1907
1789624152.189,6.37,27.2,0.9218,0.9218,59,0,1907
1789624153.191,6.10,25.0,0.9133,0.9133,59,0,1907
1789624154.193,6.10,26.1,0.9151,0.9141,59,0,1907
1789624155.195,6.10,26.6,0.9159,0.9169,59,0,1907
1789624156.198,6.10,27.1,0.9287,0.9277,60,0,1907
1789624157.201,6.10,25.8,0.9204,0.9204,61,14,1907
1789624158.203,6.74,15.7,0.9251,0.9251,67,84,1907
1789624159.205,6.74,27.7,0.9219,0.9219,59,0,1907
1789624160.208,6.74,26.9,0.9183,0.9183,59,0,1907
1789624161.21,6.74,32.6,0.9173,0.9183,59,0,1907
1789624162.213,6.74,27.8,0.9336,0.9326,60,0,1907
1789624163.215,6.92,25.6,0.9261,0.9261,59,0,1907
1789624164.217,6.92,12.7,0.9323,0.9323,59,0,1907
1789624165.219,6.92,26.9,0.9242,0.9242,59,0,1907
1789624166.22,6.92,27.3,0.9215,0.9225,59,0,1907
1789624167.222,6.92,27.0,0.9243,0.9243,59,0,1907
1789624168.226,7.01,29.3,0.9211,0.9211,59,0,1907
1789624169.228,7.01,29.6,0.9192,0.9182,59,0,1907
1789624170.23,7.01,30.0,0.9208,0.9218,59,0,1907
1789624171.232,7.01,26.3,0.9311,0.9301,59,1,1907
1789624172.234,7.01,15.1,0.9299,0.9299,59,66,1907
1789624173.237,6.60,8.8,0.9381,0.9391,60,0,1907
1789624174.238,6.60,28.3,0.9244,0.9234,59,0,1907
1789624175.24,6.60,26.7,0.9252,0.9262,59,7,1907
1789624176.242,6.60,11.3,0.9351,0.9351,59,0,1907
1789624177.244,6.60,13.1,0.9312,0.9302,59,0,685
1789624178.246,6.32,13.9,0.9292,0.9302,58,2,769
1789624179.249,6.32,26.2,0.9192,0.9192,58,16,2613
1789624180.251,6.32,37.7,0.915,0.914,66,88,2857
1789624181.253,6.32,35.7,0.9251,0.9261,62,0,2857
1789624182.255,6.32,26.9,0.9222,0.9222,70,57,2857
1789624183.257,6.21,36.5,0.9121,0.9111,69,89,2857
1789624184.259,6.21,41.6,0.9228,0.9228,65,89,2857
1789624185.264,6.21,35.6,0.9117,0.9117,65,0,2857
1789624186.266,6.21,37.5,0.9142,0.9152,70,90,2857
1789624187.269,6.21,24.1,0.9178,0.9168,69,90,2857
1789624188.271,5.87,29.1,0.9123,0.9133,68,89,2857
1789624189.274,5.87,39.4,0.9292,0.9282,65,0,2857
1789624190.276,5.87,32.8,0.9269,0.9277,71,0,2857
1789624191.278,5.87,38.8,0.9158,0.916,70,88,2857
1789624192.282,5.87,37.9,0.933,0.9324,69,88,2857
1789624193.285,7.00,38.1,0.9134,0.913,62,56,2857
1789624194.287,7.00,31.1,0.9292,0.9302,62,12,2857
1789624195.289,7.00,36.8,0.9265,0.9255,71,0,2857
1789624196.291,7.00,30.8,0.9204,0.9211,71,0,2857
1789624197.294,7.00,27.4,0.9244,0.9237,71,68,2857
1789624198.296,7.96,37.2,0.912,0.913,71,89,2857
1789624199.3,7.96,39.3,0.9144,0.9144,70,89,2857
1789624200.303,7.96,24.9,0.9248,0.9248,69,89,2857
1789624201.305,7.96,23.6,0.9263,0.9253,63,0,2857
1789624202.307,7.96,42.8,0.9119,0.9129,64,0,2857
1789624203.309,8.21,34.3,0.9219,0.9219,71,14,2857
1789624204.313,8.21,24.5,0.9261,0.9261,72,89,2857
1789624205.315,8.21,36.7,0.9162,0.9152,69,89,2857
1789624206.317,8.21,37.8,0.9079,0.9089,70,90,2857
1789624207.32,8.21,37.5,0.9107,0.9107,63,88,2857
1789624208.322,8.19,38.8,0.9131,0.9121,63,51,2857
